Год,Метка_норм,Показатель,Рассмотрено дел,Подвергнуто наказанию,Доля наказанных,Оправдано,Доля оправданных,Наказание штрафом,Размер штрафов (тыс. руб.),Административный арест,Лишение права/дисквалификация,Выдворение,Приостановление деятельности,Конфискация,Средняя сумма штрафа (тыс. руб.)
2021,Невыполнение законных требований члена Совета Федерации или депутата Государственной Думы (17.1 КоАП),Невыполнение законных требований члена Совета Федерации или депутата Государственной Думы (17.1 КоАП),17,10,58.0,1,5.0,8,11,0,0,0,0,0,1
2023,Воспрепятствование законной деятельности Уполномоченного при Президенте России по защите прав предпринимателей (17.2.2 КоАП),Воспрепятствование законной деятельности Уполномоченного при Президенте России по защите прав предпринимателей (17.2.2 КоАП),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0
2019,Воспрепятствование законной деятельности Уполномоченного при Президенте России по защите прав предпринимателей (17.2.2 КоАП),Воспрепятствование законной деятельности Уполномоченного при Президенте России по защите прав предпринимателей (17.2.2 КоАП),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0
2024,Воспрепятствование законной деятельности Уполномоченного при Президенте России по правам ребенка (17.2.1 КоАП),Воспрепятствование законной деятельности Уполномоченного при Президенте России по правам ребенка (17.2.1 КоАП),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0
2018,"Нарушение законодательства об исполнительном производстве (17.14 ч.2, 2.1 КоАП)","Нарушение законодательства об исполнительном производстве (17.14 ч. 2, 2.1 КоАП)",0,0,0.0,0,0.0,0,0,0,0,0,0,0,0
2020,Невыполнение законных требований члена Совета Федерации или депутата Государственной Думы (17.1 КоАП),Невыполнение законных требований члена Совета Федерации или депутата Государственной Думы (17.1 КоАП),25,19,76.0,2,8.0,19,32,0,0,0,0,0,2
2022,Воспрепятствование законной деятельности Уполномоченного по правам человека (17.2 КоАП),Воспрепятствование законной деятельности Уполномоченного по правам человека (17.2 КоАП),5,4,80.0,0,0.0,4,2,0,0,0,0,0,0
2021,Воспрепятствование законной деятельности Уполномоченного по правам человека (17.2 КоАП),Воспрепятствование законной деятельности Уполномоченного по правам человека (17.2 КоАП),22,22,100.0,0,0.0,22,504,0,0,0,0,0,23
2023,Неисполнение распоряжения судьи или судебного пристава по обеспечению установленного порядка деятельности судов (17.3 КоАП),Неисполнение распоряжения судьи или судебного пристава по обеспечению установленного порядка деятельности судов (17.3 КоАП),44787,42566,95.0,809,2.0,41712,40350,786,0,0,0,0,1
2019,Неисполнение распоряжения судьи или судебного пристава по обеспечению установленного порядка деятельности судов (17.3 КоАП),Неисполнение распоряжения судьи или судебного пристава по обеспечению установленного порядка деятельности судов (17.3 КоАП),48740,45729,93.0,866,1.0,45136,23966,567,0,0,0,0,0
2024,Воспрепятствование законной деятельности Уполномоченного при Президенте России по защите прав предпринимателей (17.2.2 КоАП),Воспрепятствование законной деятельности Уполномоченного при Президенте России по защите прав предпринимателей (17.2.2 КоАП),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0
2018,"Неисполнение содержащихся в исполнительном документе требований неимущественного характера (17.15 ч.1.1, 3 КоАП)","Неисполнение содержащихся в исполнительном документе требований неимущественного характера (17.15 ч.1.1, 3 КоАП)",7,2,28.6,0,0.0,2,51,0,0,0,0,0,26
2020,Воспрепятствование законной деятельности Уполномоченного по правам человека (17.2 КоАП),Воспрепятствование законной деятельности Уполномоченного по правам человека (17.2 КоАП),6,2,33.0,1,16.0,2,4,0,0,0,0,0,2
2022,Воспрепятствование законной деятельности Уполномоченного при Президенте России по правам ребенка (17.2.1 КоАП),Воспрепятствование законной деятельности Уполномоченного при Президенте России по правам ребенка (17.2.1 КоАП),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0
2021,Воспрепятствование законной деятельности Уполномоченного при Президенте России по правам ребенка (17.2.1 КоАП),Воспрепятствование законной деятельности Уполномоченного при Президенте России по правам ребенка (17.2.1 КоАП),1,1,100.0,0,0.0,1,2,0,0,0,0,0,2
2023,Непринятие мер по частному определению суда или представлению судьи (17.4 КоАП),Непринятие мер по частному определению суда или представлению судьи (17.4 КоАП),13,6,46.0,3,23.0,6,3,0,0,0,0,0,1
2019,Непринятие мер по частному определению суда или представлению судьи (17.4 КоАП),Непринятие мер по частному определению суда или представлению судьи (17.4 КоАП),17,11,64.0,2,11.0,11,5,0,0,0,0,0,0
2024,Неисполнение распоряжения судьи или судебного пристава по обеспечению установленного порядка деятельности судов (17.3 КоАП),Неисполнение распоряжения судьи или судебного пристава по обеспечению установленного порядка деятельности судов (17.3 КоАП),39908,37915,95.0,770,1.0,37207,38946,626,0,0,0,0,1
2018,Нарушение установленного в соответствии с законодательством об исполнительном производстве временного ограничения на пользование специальным правом (17.17 КоАП),Нарушение установленного в соответствии с законодательством об исполнительном производстве временного ограничения на пользование специальным правом (17.17 КоАП),12708,6910,54.4,2046,0.0,0,0,0,2326,0,0,0,0
2020,Воспрепятствование законной деятельности Уполномоченного при Президенте России по правам ребенка (17.2.1 КоАП),Воспрепятствование законной деятельности Уполномоченного при Президенте России по правам ребенка (17.2.1 КоАП),3,0,0.0,0,0.0,0,0,0,0,0,0,0,0
2022,Воспрепятствование законной деятельности Уполномоченного при Президенте России по защите прав предпринимателей (17.2.2 КоАП),Воспрепятствование законной деятельности Уполномоченного при Президенте России по защите прав предпринимателей (17.2.2 КоАП),146,140,95.0,3,2.0,140,70,0,0,0,0,0,0
2021,Воспрепятствование законной деятельности Уполномоченного при Президенте России по защите прав предпринимателей (17.2.2 КоАП),Воспрепятствование законной деятельности Уполномоченного при Президенте России по защите прав предпринимателей (17.2.2 КоАП),1,0,0.0,1,100.0,0,0,0,0,0,0,0,0
2023,"Воспрепятствование явке в суд присяжного заседателя, непредставление информации для составления списков присяжных заседателей (17.5, 17.6 КоАП)","Воспрепятствование явке в суд присяжного заседателя, непредставление информации для составления списков присяжных заседателей (17.5, 17.6 КоАП)",3,0,0.0,1,33.0,0,0,0,0,0,0,0,0
2019,"Воспрепятствование явке в суд присяжного заседателя, непредставление информации для составления списков присяжных заседателей (17.5, 17.6 КоАП)","Воспрепятствование явке в суд присяжного заседателя, непредставление информации для составления списков присяжных заседателей (17.5, 17.6 КоАП)",10,5,50.0,1,10.0,3,3,0,0,0,0,0,0
2024,Непринятие мер по частному определению суда или представлению судьи (17.4 КоАП),Непринятие мер по частному определению суда или представлению судьи (17.4 КоАП),5,4,80.0,1,20.0,4,2,0,0,0,0,0,0
2018,"Иные правонарушения, посягающие на институты государственной власти (иные статьи главы 17 КоАП)","Иные правонарушения, посягающие на институты государственной власти (иные статьи главы 17 КоАП)",439,346,78.8,35,0.0,156,528,8,79,0,0,1,2
2020,Воспрепятствование законной деятельности Уполномоченного при Президенте России по защите прав предпринимателей (17.2.2 КоАП),Воспрепятствование законной деятельности Уполномоченного при Президенте России по защите прав предпринимателей (17.2.2 КоАП),1,0,0.0,1,100.0,0,0,0,0,0,0,0,0
2022,Неисполнение распоряжения судьи или судебного пристава по обеспечению установленного порядка деятельности судов (17.3 КоАП),Неисполнение распоряжения судьи или судебного пристава по обеспечению установленного порядка деятельности судов (17.3 КоАП),50946,48653,95.0,728,1.0,48279,25994,330,0,0,0,0,0
2021,Неисполнение распоряжения судьи или судебного пристава по обеспечению установленного порядка деятельности судов (17.3 КоАП),Неисполнение распоряжения судьи или судебного пристава по обеспечению установленного порядка деятельности судов (17.3 КоАП),49997,47436,94.0,702,1.0,47045,24608,382,0,0,0,0,1
2023,"Невыполнение законных требований прокурора, следователя, дознавателя или должностного лица, осуществляющего производство по делу об административном правонарушении (17.7 КоАП)","Невыполнение законных требований прокурора, следователя, дознавателя или должностного лица, осуществляющего производство по делу об административном правонарушении (17.7 КоАП)",14665,9819,67.0,1135,8.0,9293,104189,0,13,0,10,0,11
2019,"Невыполнение законных требований прокурора, следователя, дознавателя или должностного лица, осуществляющего производство по делу об административном правонарушении (17.7 КоАП)","Невыполнение законных требований прокурора, следователя, дознавателя или должностного лица, осуществляющего производство по делу об административном правонарушении (17.7 КоАП)",23209,15933,68.0,2284,9.0,15483,143967,0,40,0,55,0,9
2024,"Воспрепятствование явке в суд присяжного заседателя, непредставление информации для составления списков присяжных заседателей (17.5, 17.6 КоАП)","Воспрепятствование явке в суд присяжного заседателя, непредставление информации для составления списков присяжных заседателей (17.5, 17.6 КоАП)",3,2,66.0,0,0.0,0,0,0,0,0,0,0,0
2018,ВСЕГО,"Всего правонарушений, посягающих на институты государственной власти",117077,98219,83.9,6153,0.0,90038,195492,585,2429,0,56,21,2
2020,Неисполнение распоряжения судьи или судебного пристава по обеспечению установленного порядка деятельности судов (17.3 КоАП),Неисполнение распоряжения судьи или судебного пристава по обеспечению установленного порядка деятельности судов (17.3 КоАП),38373,36122,94.0,663,1.0,35730,18994,371,0,0,0,0,1
2022,Непринятие мер по частному определению суда или представлению судьи (17.4 КоАП),Непринятие мер по частному определению суда или представлению судьи (17.4 КоАП),11,8,72.0,1,9.0,7,3,0,0,0,0,0,0
2021,Непринятие мер по частному определению суда или представлению судьи (17.4 КоАП),Непринятие мер по частному определению суда или представлению судьи (17.4 КоАП),27,11,40.0,3,11.0,11,6,0,0,0,0,0,1
2023,Воспрепятствование законной деятельности судебного пристава (17.8 КоАП),Воспрепятствование законной деятельности судебного пристава (17.8 КоАП),46975,44858,95.0,672,1.0,44732,45431,0,0,0,0,0,1
2019,Воспрепятствование законной деятельности судебного пристава (17.8 КоАП),Воспрепятствование законной деятельности судебного пристава (17.8 КоАП),42352,39285,92.0,1173,2.0,39241,40052,0,0,0,0,0,1
2024,"Невыполнение законных требований прокурора, следователя, дознавателя или должностного лица, осуществляющего производство по делу об административном правонарушении (17.7 КоАП)","Невыполнение законных требований прокурора, следователя, дознавателя или должностного лица, осуществляющего производство по делу об административном правонарушении (17.7 КоАП)",12844,8698,67.0,1258,9.0,8154,108543,0,21,0,8,0,12
2018,"Нарушение правил пересечения Государственной границы иностранным гражданином, а также ведение на Государственной границе либо вблизи нее хозяйственной, промысловой или иной деятельности (18.1 ч.2, 3 КоАП)","Нарушение правил пересечения Государственной границы иностранным гражданином, а также ведение на Государственной границе либо вблизи нее хозяйственной, промысловой или иной деятельности (18.1 ч. 2, 3 КоАП)",618,588,95.1,3,0.0,539,1014,0,0,216,0,109,2
2020,Непринятие мер по частному определению суда или представлению судьи (17.4 КоАП),Непринятие мер по частному определению суда или представлению судьи (17.4 КоАП),7,3,42.0,1,14.0,3,2,0,0,0,0,0,1
2022,"Воспрепятствование явке в суд присяжного заседателя, непредставление информации для составления списков присяжных заседателей (17.5, 17.6 КоАП)","Воспрепятствование явке в суд присяжного заседателя, непредставление информации для составления списков присяжных заседателей (17.5, 17.6 КоАП)",20,12,60.0,1,5.0,11,51,0,0,0,0,0,4
2021,"Воспрепятствование явке в суд присяжного заседателя, непредставление информации для составления списков присяжных заседателей (17.5, 17.6 КоАП)","Воспрепятствование явке в суд присяжного заседателя, непредставление информации для составления списков присяжных заседателей (17.5, 17.6 КоАП)",14,10,71.0,2,14.0,10,5,0,0,0,0,0,0
2023,"Заведомо ложные показания свидетеля, пояснение специалиста, заключение эксперта или заведомо неправильный перевод (17.9 КоАП)","Заведомо ложные показания свидетеля, пояснение специалиста, заключение эксперта или заведомо неправильный перевод (17.9 КоАП)",327,213,65.0,40,12.0,210,222,0,0,0,0,0,1
2019,"Заведомо ложные показания свидетеля, пояснение специалиста, заключение эксперта или заведомо неправильный перевод (17.9 КоАП)","Заведомо ложные показания свидетеля, пояснение специалиста, заключение эксперта или заведомо неправильный перевод (17.9 КоАП)",437,246,56.0,49,11.0,243,350,0,0,0,0,0,1
2024,Воспрепятствование законной деятельности судебного пристава (17.8 КоАП),Воспрепятствование законной деятельности судебного пристава (17.8 КоАП),48370,46566,96.0,539,1.0,46347,47463,0,0,0,0,0,1
2018,Нарушение пограничного режима в пограничной зоне и иностранным гражданином (18.2 ч.1.1 КоАП),Нарушение пограничного режима в пограничной зоне и иностранным гражданином (18.2 ч. 1.1 КоАП),1430,1419,99.2,1,0.0,1338,899,0,0,971,0,0,1
2020,"Воспрепятствование явке в суд присяжного заседателя, непредставление информации для составления списков присяжных заседателей (17.5, 17.6 КоАП)","Воспрепятствование явке в суд присяжного заседателя, непредставление информации для составления списков присяжных заседателей (17.5, 17.6 КоАП)",0,0,0.0,0,0.0,0,0,0,0,0,0,0,0
2022,"Невыполнение законных требований прокурора, следователя, дознавателя или должностного лица, осуществляющего производство по делу об административном правонарушении (17.7 КоАП)","Невыполнение законных требований прокурора, следователя, дознавателя или должностного лица, осуществляющего производство по делу об административном правонарушении (17.7 КоАП)",15104,10090,66.0,1404,9.0,9536,106263,0,18,0,8,0,10
2021,"Невыполнение законных требований прокурора, следователя, дознавателя или должностного лица, осуществляющего производство по делу об административном правонарушении (17.7 КоАП)","Невыполнение законных требований прокурора, следователя, дознавателя или должностного лица, осуществляющего производство по делу об административном правонарушении (17.7 КоАП)",18641,12095,64.0,1944,10.0,11580,150630,0,26,0,18,0,12
2023,Нарушение порядка официального использования государственных символов Российской Федерации (17.10 КоАП),Нарушение порядка официального использования государственных символов Российской Федерации (17.10 КоАП),68,41,60.0,14,21.0,31,113,0,0,0,0,0,3
2019,Нарушение порядка официального использования государственных символов Российской Федерации (17.10 КоАП),Нарушение порядка официального использования государственных символов Российской Федерации (17.10 КоАП),130,87,66.0,10,7.0,73,376,0,0,0,0,0,4
2024,"Заведомо ложные показания свидетеля, пояснение специалиста, заключение эксперта или заведомо неправильный перевод (17.9 КоАП)","Заведомо ложные показания свидетеля, пояснение специалиста, заключение эксперта или заведомо неправильный перевод (17.9 КоАП)",236,160,67.0,20,8.0,157,186,0,0,0,0,0,1
2018,"Нарушение пограничного режима в территориальном море и во внутренних морских водах, нарушение режима в п.ах пропуска через Государственную границу (18.3 ч.2, 18.4 ч.2, 18.7 КоАП)","Нарушение пограничного режима в территориальном море и во внутренних морских водах, нарушение режима в пунктах пропуска через Государственную границу (18.3 ч. 2, 18.4 ч. 2, 18.7 КоАП)",533,489,91.7,12,0.0,303,293,178,0,31,0,2,1
2020,"Невыполнение законных требований прокурора, следователя, дознавателя или должностного лица, осуществляющего производство по делу об административном правонарушении (17.7 КоАП)","Невыполнение законных требований прокурора, следователя, дознавателя или должностного лица, осуществляющего производство по делу об административном правонарушении (17.7 КоАП)",19693,12970,65.0,2073,10.0,12449,126086,0,18,0,56,0,10
2022,Воспрепятствование законной деятельности судебного пристава (17.8 КоАП),Воспрепятствование законной деятельности судебного пристава (17.8 КоАП),44292,42144,95.0,743,1.0,42034,42832,0,0,0,0,0,1
2021,Воспрепятствование законной деятельности судебного пристава (17.8 КоАП),Воспрепятствование законной деятельности судебного пристава (17.8 КоАП),42418,40058,94.0,741,1.0,39962,40565,0,0,0,0,0,1
2023,"Незаконное ношение государственных наград, незаконное ношение форменной одежды со знаками различия, с символикой государственных военизированных организаций, правоохранительных или контролирующих органов (17.11, 17.12 КоАП)","Незаконное ношение государственных наград, незаконное ношение форменной одежды со знаками различия, с символикой государственных военизированных организаций, правоохранительных или контролирующих органов (17.11, 17.12 КоАП)",95,61,64.0,5,5.0,60,66,0,0,0,0,16,1
2019,"Незаконное ношение государственных наград, незаконное ношение форменной одежды со знаками различия, с символикой государственных военизированных организаций, правоохранительных или контролирующих органов (17.11, 17.12 КоАП)","Незаконное ношение государственных наград, незаконное ношение форменной одежды со знаками различия, с символикой государственных военизированных организаций, правоохранительных или контролирующих органов (17.11, 17.12 КоАП)",112,70,62.0,18,16.0,69,85,0,0,0,0,26,1
2024,Нарушение порядка официального использования государственных символов Российской Федерации (17.10 КоАП),Нарушение порядка официального использования государственных символов Российской Федерации (17.10 КоАП),97,59,60.0,14,14.0,53,265,0,0,0,0,0,4
2018,Нарушение иностранным гражданином правил въезда в Российской Федерации либо режима пребывания (проживания) (18.8 КоАП),Нарушение иностранным гражданином правил въезда в Российской Федерации либо режима пребывания (проживания) (18.8 КоАП),155410,145357,93.5,1936,0.0,144897,454413,0,0,106710,0,0,3
2020,Воспрепятствование законной деятельности судебного пристава (17.8 КоАП),Воспрепятствование законной деятельности судебного пристава (17.8 КоАП),33072,30646,92.0,1063,3.0,30613,31127,0,0,0,0,0,1
2022,"Заведомо ложные показания свидетеля, пояснение специалиста, заключение эксперта или заведомо неправильный перевод (17.9 КоАП)","Заведомо ложные показания свидетеля, пояснение специалиста, заключение эксперта или заведомо неправильный перевод (17.9 КоАП)",279,193,69.0,28,10.0,193,365,0,0,0,0,0,1
2021,"Заведомо ложные показания свидетеля, пояснение специалиста, заключение эксперта или заведомо неправильный перевод (17.9 КоАП)","Заведомо ложные показания свидетеля, пояснение специалиста, заключение эксперта или заведомо неправильный перевод (17.9 КоАП)",332,205,61.0,39,11.0,203,421,0,0,0,0,0,2
2023,Разглашение сведений о мерах безопасности (17.13 КоАП),Разглашение сведений о мерах безопасности (17.13 КоАП),8,8,100.0,0,0.0,8,127,0,0,0,0,0,16
2019,Разглашение сведений о мерах безопасности (17.13 КоАП),Разглашение сведений о мерах безопасности (17.13 КоАП),10,6,60.0,0,0.0,6,4,0,0,0,0,0,0
2024,"Незаконное ношение государственных наград, незаконное ношение форменной одежды со знаками различия, с символикой государственных военизированных организаций, правоохранительных или контролирующих органов (17.11, 17.12 КоАП)","Незаконное ношение государственных наград, незаконное ношение форменной одежды со знаками различия, с символикой государственных военизированных организаций, правоохранительных или контролирующих органов (17.11, 17.12 КоАП)",123,64,52.0,6,4.0,63,65,0,0,0,0,25,1
2018,Незаконное осуществление иностранным гражданином трудовой деятельности (18.10 КоАП),Незаконное осуществление иностранным гражданином трудовой деятельности (18.10 КоАП),26398,24233,91.8,414,0.0,24151,115757,0,0,18705,0,0,5
2020,"Заведомо ложные показания свидетеля, пояснение специалиста, заключение эксперта или заведомо неправильный перевод (17.9 КоАП)","Заведомо ложные показания свидетеля, пояснение специалиста, заключение эксперта или заведомо неправильный перевод (17.9 КоАП)",382,217,56.0,47,12.0,217,341,0,0,0,0,0,2
2022,Нарушение порядка официального использования государственных символов Российской Федерации (17.10 КоАП),Нарушение порядка официального использования государственных символов Российской Федерации (17.10 КоАП),39,29,74.0,3,7.0,26,192,0,0,0,0,0,6
2021,Нарушение порядка официального использования государственных символов Российской Федерации (17.10 КоАП),Нарушение порядка официального использования государственных символов Российской Федерации (17.10 КоАП),95,66,69.0,14,14.0,61,507,0,0,0,0,0,8
2023,"Нарушение законодательства об исполнительном производстве (17.14 ч.2, 2.1 КоАП)","Нарушение законодательства об исполнительном производстве (17.14 ч. 2, 2.1 КоАП)",2,0,0.0,0,0.0,0,0,0,0,0,0,0,0
2019,"Нарушение законодательства об исполнительном производстве (17.14 ч.2, 2.1 КоАП)","Нарушение законодательства об исполнительном производстве (17.14 ч. 2, 2.1 КоАП)",2,0,0.0,0,0.0,0,0,0,0,0,0,0,0
2024,Разглашение сведений о мерах безопасности (17.13 КоАП),Разглашение сведений о мерах безопасности (17.13 КоАП),11,7,63.0,0,0.0,7,104,0,0,0,0,0,14
2018,"Уклонение иммигранта от прохождения иммиграционного контроля, нарушение беженцем или вынужденным переселенцем правил пребывания (проживания) (18.11 ч.1, 18.12 КоАП)","Уклонение иммигранта от прохождения иммиграционного контроля, нарушение беженцем или вынужденным переселенцем правил пребывания (проживания) (18.11 ч. 1, 18.12 КоАП)",522,503,96.4,4,0.0,503,1094,0,0,162,0,0,2
2020,Нарушение порядка официального использования государственных символов Российской Федерации (17.10 КоАП),Нарушение порядка официального использования государственных символов Российской Федерации (17.10 КоАП),136,86,63.0,17,12.0,78,908,0,0,0,0,0,11
2022,"Незаконное ношение государственных наград, незаконное ношение форменной одежды со знаками различия, с символикой государственных военизированных организаций, правоохранительных или контролирующих органов (17.11, 17.12 КоАП)","Незаконное ношение государственных наград, незаконное ношение форменной одежды со знаками различия, с символикой государственных военизированных организаций, правоохранительных или контролирующих органов (17.11, 17.12 КоАП)",133,81,60.0,10,7.0,81,84,0,0,0,0,31,1
2021,"Незаконное ношение государственных наград, незаконное ношение форменной одежды со знаками различия, с символикой государственных военизированных организаций, правоохранительных или контролирующих органов (17.11, 17.12 КоАП)","Незаконное ношение государственных наград, незаконное ношение форменной одежды со знаками различия, с символикой государственных военизированных организаций, правоохранительных или контролирующих органов (17.11, 17.12 КоАП)",147,91,61.0,10,6.0,90,101,0,0,0,0,30,1
2023,"Неисполнение содержащихся в исполнительном документе требований неимущественного характера (17.15 ч.1.1, 3 КоАП)","Неисполнение содержащихся в исполнительном документе требований неимущественного характера (17.15 ч.1.1, 3 КоАП)",5,0,0.0,1,20.0,0,0,0,0,0,0,0,0
2019,"Неисполнение содержащихся в исполнительном документе требований неимущественного характера (17.15 ч.1.1, 3 КоАП)","Неисполнение содержащихся в исполнительном документе требований неимущественного характера (17.15 ч.1.1, 3 КоАП)",25,13,52.0,6,24.0,13,176,0,0,0,0,0,13
2024,"Нарушение законодательства об исполнительном производстве (17.14 ч.2, 2.1 КоАП)","Нарушение законодательства об исполнительном производстве (17.14 ч. 2, 2.1 КоАП)",3,0,0.0,0,0.0,0,0,0,0,0,0,0,0
2018,"Непредставление или несвоевременное представление документов или информации об иностранных гражданах, незаконная деятельность по трудоустройству граждан за границей (18.11 ч.2, 18.13 КоАП)","Непредставление или несвоевременное представление документов или информации об иностранных гражданах, незаконная деятельность по трудоустройству граждан за границей (18.11 ч. 2, 18.13 КоАП)",29,15,51.7,4,0.0,14,4155,0,0,0,0,0,277
2020,"Незаконное ношение государственных наград, незаконное ношение форменной одежды со знаками различия, с символикой государственных военизированных организаций, правоохранительных или контролирующих органов (17.11, 17.12 КоАП)","Незаконное ношение государственных наград, незаконное ношение форменной одежды со знаками различия, с символикой государственных военизированных организаций, правоохранительных или контролирующих органов (17.11, 17.12 КоАП)",141,84,59.0,4,2.0,84,98,0,0,0,0,39,1
2022,Разглашение сведений о мерах безопасности (17.13 КоАП),Разглашение сведений о мерах безопасности (17.13 КоАП),38,30,78.0,0,0.0,30,53,0,0,0,0,0,1
2021,Разглашение сведений о мерах безопасности (17.13 КоАП),Разглашение сведений о мерах безопасности (17.13 КоАП),3,3,100.0,0,0.0,3,51,0,0,0,0,0,17
2023,Нарушение установленного в соответствии с законодательством об исполнительном производстве временного ограничения на пользование специальным правом (17.17 КоАП),Нарушение установленного в соответствии с законодательством об исполнительном производстве временного ограничения на пользование специальным правом (17.17 КоАП),9264,4703,51.0,1393,15.0,1,5,0,1704,0,0,0,0
2019,Нарушение установленного в соответствии с законодательством об исполнительном производстве временного ограничения на пользование специальным правом (17.17 КоАП),Нарушение установленного в соответствии с законодательством об исполнительном производстве временного ограничения на пользование специальным правом (17.17 КоАП),10050,5458,54.0,1525,15.0,1,1,0,1847,0,0,0,0
2024,"Неисполнение содержащихся в исполнительном документе требований неимущественного характера (17.15 ч.1.1, 3 КоАП)","Неисполнение содержащихся в исполнительном документе требований неимущественного характера (17.15 ч.1.1, 3 КоАП)",4,2,50.0,0,0.0,2,3000,0,0,0,0,0,1500
2018,"Незаконное привлечение к трудовой деятельности, нарушение правил привлечения иностранного гражданина, осуществляемой на торговых объектах (18.15-18.17 КоАП)","Незаконное привлечение к трудовой деятельности, нарушение правил привлечения иностранного гражданина, осуществляемой на торговых объектах (18.15-18.17 КоАП)",24991,15420,61.7,3143,0.0,8808,2040839,0,0,102,4624,0,132
2020,Разглашение сведений о мерах безопасности (17.13 КоАП),Разглашение сведений о мерах безопасности (17.13 КоАП),3,2,66.0,1,33.0,2,16,0,0,0,0,0,8
2022,"Нарушение законодательства об исполнительном производстве (17.14 ч.2, 2.1 КоАП)","Нарушение законодательства об исполнительном производстве (17.14 ч. 2, 2.1 КоАП)",5,0,0.0,0,0.0,0,0,0,0,0,0,0,0
2021,"Нарушение законодательства об исполнительном производстве (17.14 ч.2, 2.1 КоАП)","Нарушение законодательства об исполнительном производстве (17.14 ч. 2, 2.1 КоАП)",4,0,0.0,1,25.0,0,0,0,0,0,0,0,0
2023,"Иные правонарушения, посягающие на институты государственной власти (иные статьи главы 17 КоАП)","Иные правонарушения, посягающие на институты государственной власти (иные статьи главы 17 КоАП)",1281,753,59.0,170,13.0,618,216217,3,7,0,110,1,287
2019,"Иные правонарушения, посягающие на институты государственной власти (иные статьи главы 17 КоАП)","Иные правонарушения, посягающие на институты государственной власти (иные статьи главы 17 КоАП)",365,257,70.0,35,9.0,218,953,3,9,0,0,0,3
