Год,Метка_норм,Показатель,Кол-во ходатайств,Удовлетворено,Отклонено,Доля удовлетворенных,Доля отклоненных
2021,"О передаче гражданина иностранного государства, осужденного к лишению свободы, для отбывания наказания в государстве, гражданином которого он является","О передаче гражданина иностранного государства, осужденного к лишению свободы, для отбывания наказания в государстве, гражданином которого он является",30453,16430,8408,54.0,27.0
2023,Об освобождении от наказания в связи с болезнью осужденного,Об освобождении от наказания в связи с болезнью осужденного,2139,1253,152,59.0,7.0
2019,О возмещении вреда реабилитированному,О возмещении вреда реабилитированному,45,13,4,28.0,8.0
2024,Об освобождении от наказания в связи с болезнью осужденного,Об освобождении от наказания в связи с болезнью осужденного,1786,1007,113,56.0,6.0
2018,О возмещении вреда реабилитированному,О возмещении вреда реабилитированному,42,12,5,28.6,11.9
2020,Об освобождении от наказания в связи с болезнью осужденного,Об освобождении от наказания в связи с болезнью осужденного,7325,2219,2178,30.0,29.0
2022,Об освобождении от наказания в связи с болезнью осужденного,Об освобождении от наказания в связи с болезнью осужденного,2370,1301,156,54.0,6.0
2021,Об освобождении от наказания в связи с болезнью осужденного,Об освобождении от наказания в связи с болезнью осужденного,2358,1334,189,56.0,8.0
2023,О снятии судимости,О снятии судимости,442,219,53,50.0,12.0
2019,О возобновлении производства в виду новых или вновь открывшихся обстоятельств,О возобновлении производства в виду новых или вновь открывшихся обстоятельств,3711,2570,244,69.0,6.0
2024,О снятии судимости,О снятии судимости,536,272,84,50.0,15.0
2018,О возобновлении производства в виду новых или вновь открывшихся обстоятельств,О возобновлении производства в виду новых или вновь открывшихся обстоятельств,21760,18930,179,87.0,0.8
2020,О снятии судимости,О снятии судимости,10512,3451,1935,32.0,18.0
2022,О снятии судимости,О снятии судимости,368,156,66,42.0,17.0
2021,О снятии судимости,О снятии судимости,508,170,139,33.0,27.0
2023,О возмещении вреда реабилитированному,О возмещении вреда реабилитированному,8583,2089,2544,24.0,30.0
2019,Об изменении территориальной подсудности,Об изменении территориальной подсудности,8,4,1,50.0,12.0
2024,О возмещении вреда реабилитированному,О возмещении вреда реабилитированному,8764,2050,2730,23.0,31.0
2018,Об изменении территориальной подсудности,Об изменении территориальной подсудности,4,1,0,25.0,0.0
2020,О возмещении вреда реабилитированному,О возмещении вреда реабилитированному,2022,1178,203,58.0,10.0
2022,О возмещении вреда реабилитированному,О возмещении вреда реабилитированному,8796,2132,2571,24.0,29.0
2021,О возмещении вреда реабилитированному,О возмещении вреда реабилитированному,7839,2013,2395,25.0,30.0
2023,О возобновлении производства в виду новых или вновь открывшихся обстоятельств,О возобновлении производства в виду новых или вновь открывшихся обстоятельств,10109,4325,1577,43.0,16.0
2019,Об обжаловании отказа прокурора в возобновлении производства по делу ввиду новых или вновь открывшихся обстоятельств,Об обжаловании отказа прокурора в возобновлении производства по делу ввиду новых или вновь открывшихся обстоятельств,5026,4730,200,94.0,4.0
2024,О возобновлении производства в виду новых или вновь открывшихся обстоятельств,О возобновлении производства в виду новых или вновь открывшихся обстоятельств,9109,3928,1455,43.0,15.0
2018,Об обжаловании отказа прокурора в возобновлении производства по делу ввиду новых или вновь открывшихся обстоятельств,Об обжаловании отказа прокурора в возобновлении производства по делу ввиду новых или вновь открывшихся обстоятельств,4626,4374,163,94.6,3.5
2020,О возобновлении производства в виду новых или вновь открывшихся обстоятельств,О возобновлении производства в виду новых или вновь открывшихся обстоятельств,104,54,13,51.0,12.0
2022,О возобновлении производства в виду новых или вновь открывшихся обстоятельств,О возобновлении производства в виду новых или вновь открывшихся обстоятельств,11409,4149,1839,36.0,16.0
2021,О возобновлении производства в виду новых или вновь открывшихся обстоятельств,О возобновлении производства в виду новых или вновь открывшихся обстоятельств,10727,3420,1875,31.0,17.0
2023,Об изменении территориальной подсудности,Об изменении территориальной подсудности,1739,1040,125,60.0,7.0
2019,"О заключении под стражу осужденного к лишению свободы, уклоняющегося от прибытия в колонию-поселение для отбывания наказания","О заключении под стражу осужденного к лишению свободы, уклоняющегося от прибытия в колонию-поселение для отбывания наказания",5312,2585,1402,48.0,26.0
2024,Об изменении территориальной подсудности,Об изменении территориальной подсудности,1582,999,128,63.0,8.0
2018,"О заключении под стражу осужденного к лишению свободы, уклоняющегося от прибытия в колонию-поселение для отбывания наказания","О заключении под стражу осужденного к лишению свободы, уклоняющегося от прибытия в колонию-поселение для отбывания наказания",4514,2420,1174,53.6,26.0
2020,Об изменении территориальной подсудности,Об изменении территориальной подсудности,3419,2588,227,75.0,6.0
2022,Об изменении территориальной подсудности,Об изменении территориальной подсудности,2114,1226,153,57.0,7.0
2021,Об изменении территориальной подсудности,Об изменении территориальной подсудности,2152,1256,185,58.0,8.0
2023,Об обжаловании отказа прокурора в возобновлении производства по делу ввиду новых или вновь открывшихся обстоятельств,Об обжаловании отказа прокурора в возобновлении производства по делу ввиду новых или вновь открывшихся обстоятельств,86,30,5,35.0,6.0
2019,О замене ограничения свободы лишением свободы,О замене ограничения свободы лишением свободы,2774,2537,143,91.0,5.0
2024,Об обжаловании отказа прокурора в возобновлении производства по делу ввиду новых или вновь открывшихся обстоятельств,Об обжаловании отказа прокурора в возобновлении производства по делу ввиду новых или вновь открывшихся обстоятельств,83,29,4,34.0,4.0
2018,О замене ограничения свободы лишением свободы,О замене ограничения свободы лишением свободы,511,459,28,89.8,5.5
2020,Об обжаловании отказа прокурора в возобновлении производства по делу ввиду новых или вновь открывшихся обстоятельств,Об обжаловании отказа прокурора в возобновлении производства по делу ввиду новых или вновь открывшихся обстоятельств,11,5,2,45.0,18.0
2022,Об обжаловании отказа прокурора в возобновлении производства по делу ввиду новых или вновь открывшихся обстоятельств,Об обжаловании отказа прокурора в возобновлении производства по делу ввиду новых или вновь открывшихся обстоятельств,117,43,8,36.0,6.0
2021,Об обжаловании отказа прокурора в возобновлении производства по делу ввиду новых или вновь открывшихся обстоятельств,Об обжаловании отказа прокурора в возобновлении производства по делу ввиду новых или вновь открывшихся обстоятельств,94,41,9,43.0,9.0
2023,"О заключении под стражу осужденного к лишению свободы, уклоняющегося от прибытия в колонию-поселение для отбывания наказания","О заключении под стражу осужденного к лишению свободы, уклоняющегося от прибытия в колонию-поселение для отбывания наказания",4645,3495,440,75.0,9.0
2019,о продлении срока меры пресечения в виде запрета определенных действий,о продлении срока меры пресечения в виде запрета определенных действий,1983,1366,298,68.0,15.0
2024,"О заключении под стражу осужденного к лишению свободы, уклоняющегося от прибытия в колонию-поселение для отбывания наказания","О заключении под стражу осужденного к лишению свободы, уклоняющегося от прибытия в колонию-поселение для отбывания наказания",4081,3072,417,75.0,10.0
2018,о продлении срока меры пресечения в виде запрета определенных действий,о продлении срока меры пресечения в виде запрета определенных действий,600,359,124,59.8,20.7
2020,"О заключении под стражу осужденного к лишению свободы, уклоняющегося от прибытия в колонию-поселение для отбывания наказания","О заключении под стражу осужденного к лишению свободы, уклоняющегося от прибытия в колонию-поселение для отбывания наказания",4436,4141,190,93.0,4.0
2022,"О заключении под стражу осужденного к лишению свободы, уклоняющегося от прибытия в колонию-поселение для отбывания наказания","О заключении под стражу осужденного к лишению свободы, уклоняющегося от прибытия в колонию-поселение для отбывания наказания",5570,4132,539,74.0,9.0
2021,"О заключении под стражу осужденного к лишению свободы, уклоняющегося от прибытия в колонию-поселение для отбывания наказания","О заключении под стражу осужденного к лишению свободы, уклоняющегося от прибытия в колонию-поселение для отбывания наказания",4239,3183,341,75.0,8.0
2023,О замене ограничения свободы лишением свободы,О замене ограничения свободы лишением свободы,7,0,3,0.0,43.0
2019,О замене принудительных работ лишением свободы,О замене принудительных работ лишением свободы,4108,905,2108,22.0,51.0
2024,О замене ограничения свободы лишением свободы,О замене ограничения свободы лишением свободы,10,1,4,10.0,40.0
2018,О замене принудительных работ лишением свободы,О замене принудительных работ лишением свободы,72,22,18,30.6,25.0
2020,О замене ограничения свободы лишением свободы,О замене ограничения свободы лишением свободы,4915,2370,1279,48.0,26.0
2022,О замене ограничения свободы лишением свободы,О замене ограничения свободы лишением свободы,8,2,2,25.0,25.0
2021,О замене ограничения свободы лишением свободы,О замене ограничения свободы лишением свободы,8,1,4,12.0,50.0
2023,О замене принудительных работ лишением свободы,О замене принудительных работ лишением свободы,4879,4542,218,93.0,4.0
2019,О замене наказания в виде лишения свободы принудительными работами,О замене наказания в виде лишения свободы принудительными работами,84,40,29,47.0,34.0
2024,О замене принудительных работ лишением свободы,О замене принудительных работ лишением свободы,4249,3979,190,93.0,4.0
2018,О замене наказания в виде лишения свободы принудительными работами,О замене наказания в виде лишения свободы принудительными работами,86,41,31,47.7,36.0
2020,О замене принудительных работ лишением свободы,О замене принудительных работ лишением свободы,2231,1498,334,67.0,15.0
2022,О замене принудительных работ лишением свободы,О замене принудительных работ лишением свободы,5092,4809,178,94.0,3.0
2021,О замене принудительных работ лишением свободы,О замене принудительных работ лишением свободы,4778,4475,201,93.0,4.0
2023,О замене наказания в виде лишения свободы принудительными работами,О замене наказания в виде лишения свободы принудительными работами,5146,2332,1355,45.0,26.0
2019,Об отмене отсрочки отбывания наказания в виде лишения свободы осужденному до окончания лечения наркомании и медико-социальной реабилитации в связи с отказом и уклонением от лечения,Об отмене отсрочки отбывания наказания в виде лишения свободы осужденному до окончания лечения наркомании и медико-социальной реабилитации в связи с отказом и уклонением от лечения,17,11,3,64.0,17.0
2024,О замене наказания в виде лишения свободы принудительными работами,О замене наказания в виде лишения свободы принудительными работами,4567,2078,1062,45.0,23.0
2018,Об отмене отсрочки отбывания наказания в виде лишения свободы осужденному до окончания лечения наркомании и медико-социальной реабилитации в связи с отказом и уклонением от лечения,Об отмене отсрочки отбывания наказания в виде лишения свободы осужденному до окончания лечения наркомании и медико-социальной реабилитации в связи с отказом и уклонением от лечения,30,24,2,80.0,6.7
2020,О замене наказания в виде лишения свободы принудительными работами,О замене наказания в виде лишения свободы принудительными работами,6979,1637,3315,23.0,47.0
2022,О замене наказания в виде лишения свободы принудительными работами,О замене наказания в виде лишения свободы принудительными работами,5053,2332,1314,46.0,26.0
2021,О замене наказания в виде лишения свободы принудительными работами,О замене наказания в виде лишения свободы принудительными работами,5236,2442,1323,46.0,25.0
2023,Об отмене отсрочки отбывания наказания в виде лишения свободы осужденному до окончания лечения наркомании и медико-социальной реабилитации в связи с отказом и уклонением от лечения,Об отмене отсрочки отбывания наказания в виде лишения свободы осужденному до окончания лечения наркомании и медико-социальной реабилитации в связи с отказом и уклонением от лечения,11519,7574,1127,66.0,10.0
2019,"Об освобождении от отбывания наказания осужденного, признанного больным наркоманией после прохождения курса лечения и медико-социальной реабилитации","Об освобождении от отбывания наказания осужденного, признанного больным наркоманией после прохождения курса лечения и медико-социальной реабилитации",14,2,4,14.0,28.0
2024,Об отмене отсрочки отбывания наказания в виде лишения свободы осужденному до окончания лечения наркомании и медико-социальной реабилитации в связи с отказом и уклонением от лечения,Об отмене отсрочки отбывания наказания в виде лишения свободы осужденному до окончания лечения наркомании и медико-социальной реабилитации в связи с отказом и уклонением от лечения,17774,10999,1432,61.0,8.0
2018,"Об освобождении от отбывания наказания осужденного, признанного больным наркоманией после прохождения курса лечения и медико-социальной реабилитации","Об освобождении от отбывания наказания осужденного, признанного больным наркоманией после прохождения курса лечения и медико-социальной реабилитации",22,4,4,18.2,18.2
2020,Об отмене отсрочки отбывания наказания в виде лишения свободы осужденному до окончания лечения наркомании и медико-социальной реабилитации в связи с отказом и уклонением от лечения,Об отмене отсрочки отбывания наказания в виде лишения свободы осужденному до окончания лечения наркомании и медико-социальной реабилитации в связи с отказом и уклонением от лечения,78,46,17,59.0,21.0
2022,Об отмене отсрочки отбывания наказания в виде лишения свободы осужденному до окончания лечения наркомании и медико-социальной реабилитации в связи с отказом и уклонением от лечения,Об отмене отсрочки отбывания наказания в виде лишения свободы осужденному до окончания лечения наркомании и медико-социальной реабилитации в связи с отказом и уклонением от лечения,3837,2820,454,73.0,11.0
2021,Об отмене отсрочки отбывания наказания в виде лишения свободы осужденному до окончания лечения наркомании и медико-социальной реабилитации в связи с отказом и уклонением от лечения,Об отмене отсрочки отбывания наказания в виде лишения свободы осужденному до окончания лечения наркомании и медико-социальной реабилитации в связи с отказом и уклонением от лечения,2772,1988,348,71.0,12.0
2023,"Об освобождении от отбывания наказания осужденного, признанного больным наркоманией после прохождения курса лечения и медико-социальной реабилитации","Об освобождении от отбывания наказания осужденного, признанного больным наркоманией после прохождения курса лечения и медико-социальной реабилитации",48678,19277,18037,40.0,37.0
2019,Применение отсрочки отбывания наказания в виде лишения свободы до окончания лечения наркомании и медико-социальной реабилитации,Применение отсрочки отбывания наказания в виде лишения свободы до окончания лечения наркомании и медико-социальной реабилитации,728,685,8,94.0,1.0
2024,"Об освобождении от отбывания наказания осужденного, признанного больным наркоманией после прохождения курса лечения и медико-социальной реабилитации","Об освобождении от отбывания наказания осужденного, признанного больным наркоманией после прохождения курса лечения и медико-социальной реабилитации",34648,13097,13203,37.0,38.0
2018,Применение отсрочки отбывания наказания в виде лишения свободы до окончания лечения наркомании и медико-социальной реабилитации,Применение отсрочки отбывания наказания в виде лишения свободы до окончания лечения наркомании и медико-социальной реабилитации,619,581,8,93.9,1.3
2020,"Об освобождении от отбывания наказания осужденного, признанного больным наркоманией после прохождения курса лечения и медико-социальной реабилитации","Об освобождении от отбывания наказания осужденного, признанного больным наркоманией после прохождения курса лечения и медико-социальной реабилитации",47,19,7,40.0,14.0
2022,"Об освобождении от отбывания наказания осужденного, признанного больным наркоманией после прохождения курса лечения и медико-социальной реабилитации","Об освобождении от отбывания наказания осужденного, признанного больным наркоманией после прохождения курса лечения и медико-социальной реабилитации",26953,7124,12271,26.0,45.0
2021,"Об освобождении от отбывания наказания осужденного, признанного больным наркоманией после прохождения курса лечения и медико-социальной реабилитации","Об освобождении от отбывания наказания осужденного, признанного больным наркоманией после прохождения курса лечения и медико-социальной реабилитации",14306,3425,6951,23.0,48.0
2023,Применение отсрочки отбывания наказания в виде лишения свободы до окончания лечения наркомании и медико-социальной реабилитации,Применение отсрочки отбывания наказания в виде лишения свободы до окончания лечения наркомании и медико-социальной реабилитации,62,24,31,39.0,50.0
2019,"О переводе лица, содержащегося под стражей, в психиатрический стационар","О переводе лица, содержащегося под стражей, в психиатрический стационар",3307,1384,544,41.0,16.0
2024,Применение отсрочки отбывания наказания в виде лишения свободы до окончания лечения наркомании и медико-социальной реабилитации,Применение отсрочки отбывания наказания в виде лишения свободы до окончания лечения наркомании и медико-социальной реабилитации,70,34,21,48.0,30.0
2018,"О переводе лица, содержащегося под стражей, в психиатрический стационар","О переводе лица, содержащегося под стражей, в психиатрический стационар",1733,765,308,44.1,17.8
2020,Применение отсрочки отбывания наказания в виде лишения свободы до окончания лечения наркомании и медико-социальной реабилитации,Применение отсрочки отбывания наказания в виде лишения свободы до окончания лечения наркомании и медико-социальной реабилитации,24,6,8,25.0,33.0
2022,Применение отсрочки отбывания наказания в виде лишения свободы до окончания лечения наркомании и медико-социальной реабилитации,Применение отсрочки отбывания наказания в виде лишения свободы до окончания лечения наркомании и медико-социальной реабилитации,85,39,25,45.0,29.0
2021,Применение отсрочки отбывания наказания в виде лишения свободы до окончания лечения наркомании и медико-социальной реабилитации,Применение отсрочки отбывания наказания в виде лишения свободы до окончания лечения наркомании и медико-социальной реабилитации,92,35,36,38.0,39.0
2023,"О переводе лица, содержащегося под стражей, в психиатрический стационар","О переводе лица, содержащегося под стражей, в психиатрический стационар",13,9,1,69.0,8.0
2019,Об отмене постановления о прекращении уголовного дела или уголовного преследования и назначенного судебного штрафа,Об отмене постановления о прекращении уголовного дела или уголовного преследования и назначенного судебного штрафа,3963,3625,244,91.0,6.0
2024,"О переводе лица, содержащегося под стражей, в психиатрический стационар","О переводе лица, содержащегося под стражей, в психиатрический стационар",10,6,1,60.0,10.0
2018,Об отмене постановления о прекращении уголовного дела или уголовного преследования и назначенного судебного штрафа,Об отмене постановления о прекращении уголовного дела или уголовного преследования и назначенного судебного штрафа,1704,1559,90,91.5,5.3
2020,"О переводе лица, содержащегося под стражей, в психиатрический стационар","О переводе лица, содержащегося под стражей, в психиатрический стационар",664,612,9,92.0,1.0
2022,"О переводе лица, содержащегося под стражей, в психиатрический стационар","О переводе лица, содержащегося под стражей, в психиатрический стационар",29,19,4,65.0,13.0
2021,"О переводе лица, содержащегося под стражей, в психиатрический стационар","О переводе лица, содержащегося под стражей, в психиатрический стационар",27,15,9,55.0,33.0
2023,Об отмене постановления о прекращении уголовного дела или уголовного преследования и назначенного судебного штрафа,Об отмене постановления о прекращении уголовного дела или уголовного преследования и назначенного судебного штрафа,11,3,0,27.0,0.0
2019,"О заключении под стражу осужденного, скрывшегося в целях уклонения от отбывания наказания, не связанного с лишением свободы","О заключении под стражу осужденного, скрывшегося в целях уклонения от отбывания наказания, не связанного с лишением свободы",97,48,22,49.0,22.0
2024,Об отмене постановления о прекращении уголовного дела или уголовного преследования и назначенного судебного штрафа,Об отмене постановления о прекращении уголовного дела или уголовного преследования и назначенного судебного штрафа,14,4,4,28.0,28.0
2018,"О заключении под стражу осужденного, скрывшегося в целях уклонения от отбывания наказания, не связанного с лишением свободы","О заключении под стражу осужденного, скрывшегося в целях уклонения от отбывания наказания, не связанного с лишением свободы",135,85,25,63.0,18.5
2020,Об отмене постановления о прекращении уголовного дела или уголовного преследования и назначенного судебного штрафа,Об отмене постановления о прекращении уголовного дела или уголовного преследования и назначенного судебного штрафа,5752,2106,1014,36.0,17.0
2022,Об отмене постановления о прекращении уголовного дела или уголовного преследования и назначенного судебного штрафа,Об отмене постановления о прекращении уголовного дела или уголовного преследования и назначенного судебного штрафа,15,5,1,33.0,6.0
2021,Об отмене постановления о прекращении уголовного дела или уголовного преследования и назначенного судебного штрафа,Об отмене постановления о прекращении уголовного дела или уголовного преследования и назначенного судебного штрафа,9,3,1,33.0,11.0
2023,"О заключении под стражу осужденного, скрывшегося в целях уклонения от отбывания наказания, не связанного с лишением свободы","О заключении под стражу осужденного, скрывшегося в целях уклонения от отбывания наказания, не связанного с лишением свободы",737,699,6,95.0,1.0
2019,О снижении размера удержания из зарплаты осужденного к исправительным работам в случае ухудшения материального положения осужденного,О снижении размера удержания из зарплаты осужденного к исправительным работам в случае ухудшения материального положения осужденного,24794,12736,2252,51.0,9.0
2024,"О заключении под стражу осужденного, скрывшегося в целях уклонения от отбывания наказания, не связанного с лишением свободы","О заключении под стражу осужденного, скрывшегося в целях уклонения от отбывания наказания, не связанного с лишением свободы",711,675,6,94.0,0.0
2018,О снижении размера удержания из зарплаты осужденного к исправительным работам в случае ухудшения материального положения осужденного,О снижении размера удержания из зарплаты осужденного к исправительным работам в случае ухудшения материального положения осужденного,9814,5291,1040,53.9,10.6
2020,"О заключении под стражу осужденного, скрывшегося в целях уклонения от отбывания наказания, не связанного с лишением свободы","О заключении под стражу осужденного, скрывшегося в целях уклонения от отбывания наказания, не связанного с лишением свободы",4203,3870,220,92.0,5.0
2022,"О заключении под стражу осужденного, скрывшегося в целях уклонения от отбывания наказания, не связанного с лишением свободы","О заключении под стражу осужденного, скрывшегося в целях уклонения от отбывания наказания, не связанного с лишением свободы",964,923,5,95.0,0.0
2021,"О заключении под стражу осужденного, скрывшегося в целях уклонения от отбывания наказания, не связанного с лишением свободы","О заключении под стражу осужденного, скрывшегося в целях уклонения от отбывания наказания, не связанного с лишением свободы",787,735,9,93.0,1.0
2023,О снижении размера удержания из зарплаты осужденного к исправительным работам в случае ухудшения материального положения осужденного,О снижении размера удержания из зарплаты осужденного к исправительным работам в случае ухудшения материального положения осужденного,390,348,9,89.0,2.0
2019,"О разъяснении сомнений и неясностей, возникающих при исполнении приговора","О разъяснении сомнений и неясностей, возникающих при исполнении приговора",1082,404,390,37.0,36.0
2024,О снижении размера удержания из зарплаты осужденного к исправительным работам в случае ухудшения материального положения осужденного,О снижении размера удержания из зарплаты осужденного к исправительным работам в случае ухудшения материального положения осужденного,684,233,140,34.0,20.0
2018,"О разъяснении сомнений и неясностей, возникающих при исполнении приговора","О разъяснении сомнений и неясностей, возникающих при исполнении приговора",348,130,108,37.4,31.0
2020,О снижении размера удержания из зарплаты осужденного к исправительным работам в случае ухудшения материального положения осужденного,О снижении размера удержания из зарплаты осужденного к исправительным работам в случае ухудшения материального положения осужденного,80,37,17,46.0,21.0
2022,О снижении размера удержания из зарплаты осужденного к исправительным работам в случае ухудшения материального положения осужденного,О снижении размера удержания из зарплаты осужденного к исправительным работам в случае ухудшения материального положения осужденного,2697,942,501,34.0,18.0
2021,О снижении размера удержания из зарплаты осужденного к исправительным работам в случае ухудшения материального положения осужденного,О снижении размера удержания из зарплаты осужденного к исправительным работам в случае ухудшения материального положения осужденного,5481,1971,1059,36.0,19.0
2023,"О разъяснении сомнений и неясностей, возникающих при исполнении приговора","О разъяснении сомнений и неясностей, возникающих при исполнении приговора",1271,498,205,39.0,16.0
