Год,Метка_норм,Показатель,Рассмотрено дел,Удовлетворено,Доля удовлетворенных,Отказано,Доля отказов,Прекращено,Судебные приказы,Доля приказов,Взысканная сумма (тыс. руб.),Средняя сумма взыскания (тыс. руб.)
2018,"О защите прав, смежных с авторскими","О защите прав, смежных с авторскими",35,26,74.3,9,25.7,7,0,0.0,55,2
2020,"О защите прав, смежных с авторскими","О защите прав, смежных с авторскими",35,29,82.0,6,17.0,3,0,0.0,118724,4094
2022,"О защите прав, смежных с авторскими","О защите прав, смежных с авторскими",101,90,89.0,11,10.0,22,0,0.0,137,1
2021,"О защите прав, смежных с авторскими","О защите прав, смежных с авторскими",50,41,82.0,9,18.0,8,0,0.0,1934,47
2023,"О защите прав, смежных с авторскими","О защите прав, смежных с авторскими",100,88,88.0,12,12.0,12,0,0.0,4848,55
2019,"О защите прав, смежных с авторскими","О защите прав, смежных с авторскими",40,34,85.0,6,15.0,3,0,0.0,1009,29
2024,"О защите прав, смежных с авторскими","О защите прав, смежных с авторскими",121,101,83.0,20,16.0,13,0,0.0,153,1
2018,О защите патентных прав,О защите патентных прав,63,50,79.4,13,20.6,6,0,0.0,416,8
2020,О защите патентных прав,О защите патентных прав,32,15,46.0,17,53.0,4,0,0.0,8199,547
2022,О защите патентных прав,О защите патентных прав,41,27,65.0,14,34.0,8,0,0.0,53,1
2021,О защите патентных прав,О защите патентных прав,34,22,64.0,12,35.0,15,0,0.0,7708,350
2023,О защите патентных прав,О защите патентных прав,25,16,64.0,9,36.0,13,0,0.0,1153,72
2019,О защите патентных прав,О защите патентных прав,43,25,58.0,18,41.0,18,0,0.0,11945,477
2024,О защите патентных прав,О защите патентных прав,37,28,75.0,9,24.0,5,0,0.0,7,0
2018,О защите прав на селекционое достижение,О защите прав на селекционое достижение,2,1,50.0,1,50.0,1,0,0.0,28,28
2020,О защите прав на селекционое достижение,О защите прав на селекционое достижение,1,1,100.0,0,0.0,1,0,0.0,167,167
2022,О защите прав на селекционое достижение,О защите прав на селекционое достижение,19,17,89.0,2,10.0,0,0,0.0,0,0
2021,О защите прав на селекционое достижение,О защите прав на селекционое достижение,2,2,100.0,0,0.0,0,0,0.0,0,0
2023,О защите прав на селекционое достижение,О защите прав на селекционое достижение,1,1,100.0,0,0.0,0,0,0.0,0,0
2019,О защите прав на селекционое достижение,О защите прав на селекционое достижение,5,3,60.0,2,40.0,0,0,0.0,687,229
2024,О защите прав на селекционое достижение,О защите прав на селекционое достижение,9,7,77.0,2,22.0,0,0,0.0,0,0
2018,О защите прав на топологии интегральных микросхем,О защите прав на топологии интегральных микросхем,1,1,100.0,0,0.0,1,0,0.0,0,0
2020,О защите прав на топологии интегральных микросхем,О защите прав на топологии интегральных микросхем,0,0,0.0,0,0.0,0,0,0.0,0,0
2022,О защите прав на топологии интегральных микросхем,О защите прав на топологии интегральных микросхем,7,6,85.0,1,14.0,1,0,0.0,0,0
2021,О защите прав на топологии интегральных микросхем,О защите прав на топологии интегральных микросхем,0,0,0.0,0,0.0,0,0,0.0,0,0
2023,О защите прав на топологии интегральных микросхем,О защите прав на топологии интегральных микросхем,6,6,100.0,0,0.0,2,0,0.0,269,45
2019,О защите прав на топологии интегральных микросхем,О защите прав на топологии интегральных микросхем,2,2,100.0,0,0.0,0,0,0.0,66,33
2024,О защите прав на топологии интегральных микросхем,О защите прав на топологии интегральных микросхем,20,16,80.0,4,20.0,1,0,0.0,10,0
2018,О защите права на секрет производства (ноу-хау),О защите права на секрет производства (ноу-хау),5,4,80.0,1,20.0,0,0,0.0,20,5
2020,О защите права на секрет производства (ноу-хау),О защите права на секрет производства (ноу-хау),3,2,66.0,1,33.0,1,0,0.0,360,180
2022,О защите права на секрет производства (ноу-хау),О защите права на секрет производства (ноу-хау),14,9,64.0,5,35.0,1,0,0.0,63,7
2021,О защите права на секрет производства (ноу-хау),О защите права на секрет производства (ноу-хау),3,1,33.0,2,66.0,0,0,0.0,0,0
2023,О защите права на секрет производства (ноу-хау),О защите права на секрет производства (ноу-хау),9,4,44.0,5,56.0,2,0,0.0,455,114
2019,О защите права на секрет производства (ноу-хау),О защите права на секрет производства (ноу-хау),10,9,90.0,1,10.0,0,0,0.0,3067,340
2024,О защите права на секрет производства (ноу-хау),О защите права на секрет производства (ноу-хау),14,7,50.0,7,50.0,2,0,0.0,2,0
2018,О защите права на средства индивидуализации,О защите права на средства индивидуализации,89,70,78.7,19,21.3,9,0,0.0,63,1
2020,О защите права на средства индивидуализации,О защите права на средства индивидуализации,48,43,89.0,5,10.0,4,0,0.0,3024,70
2022,О защите права на средства индивидуализации,О защите права на средства индивидуализации,286,268,93.0,18,6.0,21,0,0.0,298,1
2021,О защите права на средства индивидуализации,О защите права на средства индивидуализации,123,116,94.0,7,5.0,13,0,0.0,38845,335
2023,О защите права на средства индивидуализации,О защите права на средства индивидуализации,216,202,94.0,14,6.0,20,0,0.0,8392,42
2019,О защите права на средства индивидуализации,О защите права на средства индивидуализации,84,70,83.0,14,16.0,13,0,0.0,13123,187
2024,О защите права на средства индивидуализации,О защите права на средства индивидуализации,185,163,88.0,22,11.0,8,0,0.0,263,1
2024,О защите права использования результатов интеллектуальной деятельности в составе единой технологии,О защите права использования результатов интеллектуальной деятельности в составе единой технологии,22,20,90.0,2,9.0,4,0,0.0,21,1
2018,О защите права использования результатов интеллектуальной деятельности в составе единой технологии,О защите права использования результатов интеллектуальной деятельности в составе единой технологии,61,49,80.3,12,19.7,9,0,0.0,106,2
2020,О защите права использования результатов интеллектуальной деятельности в составе единой технологии,О защите права использования результатов интеллектуальной деятельности в составе единой технологии,12,11,91.0,1,8.0,2,0,0.0,1915,174
2022,О защите права использования результатов интеллектуальной деятельности в составе единой технологии,О защите права использования результатов интеллектуальной деятельности в составе единой технологии,28,24,85.0,4,14.0,2,0,0.0,33,1
2021,О защите права использования результатов интеллектуальной деятельности в составе единой технологии,О защите права использования результатов интеллектуальной деятельности в составе единой технологии,17,14,82.0,3,17.0,4,0,0.0,447,32
2023,О защите права использования результатов интеллектуальной деятельности в составе единой технологии,О защите права использования результатов интеллектуальной деятельности в составе единой технологии,25,21,84.0,4,16.0,0,0,0.0,6314,301
2019,О защите права использования результатов интеллектуальной деятельности в составе единой технологии,О защите права использования результатов интеллектуальной деятельности в составе единой технологии,76,59,77.0,17,22.0,13,0,0.0,114910,1947
2024,О защите авторских и (или) смежных прав в сети Интернет,О защите авторских и (или) смежных прав в сети Интернет,1672,1654,98.0,18,1.0,53,0,0.0,284,0
2018,О защите авторских и (или) смежных прав в сети Интернет,О защите авторских и (или) смежных прав в сети Интернет,1041,1031,99.0,10,1.0,12,0,0.0,58,0
2020,О защите авторских и (или) смежных прав в сети Интернет,О защите авторских и (или) смежных прав в сети Интернет,1089,1080,99.0,9,0.0,17,0,0.0,4285,4
2022,О защите авторских и (или) смежных прав в сети Интернет,О защите авторских и (или) смежных прав в сети Интернет,1545,1523,98.0,22,1.0,48,0,0.0,96,0
2021,О защите авторских и (или) смежных прав в сети Интернет,О защите авторских и (или) смежных прав в сети Интернет,1118,1095,97.0,23,2.0,22,0,0.0,101,0
2023,О защите авторских и (или) смежных прав в сети Интернет,О защите авторских и (или) смежных прав в сети Интернет,2078,2043,98.0,35,2.0,36,0,0.0,444,0
2019,О защите авторских и (или) смежных прав в сети Интернет,О защите авторских и (или) смежных прав в сети Интернет,1002,994,99.0,8,0.0,23,0,0.0,1134,1
2024,"Иные дела, связанные с защитой интеллектуальной собственности","Иные дела, связанные с защитой интеллектуальной собственности",636,566,88.0,70,11.0,81,0,0.0,3083,5
2018,"Иные дела, связанные с защитой интеллектуальной собственности","Иные дела, связанные с защитой интеллектуальной собственности",124,89,71.8,35,28.2,26,0,0.0,206,2
2020,"Иные дела, связанные с защитой интеллектуальной собственности","Иные дела, связанные с защитой интеллектуальной собственности",143,114,79.0,29,20.0,30,0,0.0,25809,226
2022,"Иные дела, связанные с защитой интеллектуальной собственности","Иные дела, связанные с защитой интеллектуальной собственности",658,591,89.0,67,10.0,79,0,0.0,1062,1
2021,"Иные дела, связанные с защитой интеллектуальной собственности","Иные дела, связанные с защитой интеллектуальной собственности",343,289,84.0,54,15.0,58,0,0.0,34039,118
2023,"Иные дела, связанные с защитой интеллектуальной собственности","Иные дела, связанные с защитой интеллектуальной собственности",636,567,89.0,69,11.0,91,0,0.0,43325,76
2019,"Иные дела, связанные с защитой интеллектуальной собственности","Иные дела, связанные с защитой интеллектуальной собственности",189,150,79.0,39,20.0,41,0,0.0,38559,257
2024,О защите прав потребителей финансово-кредитными учреждений,О защите прав потребителей финансово-кредитными учреждений,35378,29825,84.0,5553,15.0,1331,17458,49.0,49100,1
2018,О защите прав потребителей финансово-кредитными учреждений,О защите прав потребителей финансово-кредитными учреждений,65401,46568,71.2,18833,28.8,2016,22472,34.4,101515,2
2020,О защите прав потребителей финансово-кредитными учреждений,О защите прав потребителей финансово-кредитными учреждений,45343,34975,77.0,10368,22.0,809,20301,44.0,2530117,72
2022,О защите прав потребителей финансово-кредитными учреждений,О защите прав потребителей финансово-кредитными учреждений,36112,28859,79.0,7253,20.0,741,17246,47.0,119371,4
2021,О защите прав потребителей финансово-кредитными учреждений,О защите прав потребителей финансово-кредитными учреждений,35945,26904,74.0,9041,25.0,837,14811,41.0,3019397,112
2023,О защите прав потребителей финансово-кредитными учреждений,О защите прав потребителей финансово-кредитными учреждений,37595,31524,84.0,6071,16.0,995,21086,56.0,2602153,83
2019,О защите прав потребителей финансово-кредитными учреждений,О защите прав потребителей финансово-кредитными учреждений,62839,46602,74.0,16237,25.0,1482,23850,38.0,6344637,136
2024,"О защите прав потребителей в сфере торговли, услуг и т. п.","О защите прав потребителей в сфере торговли, услуг и т.п.",177181,155996,88.0,21185,11.0,19789,9899,5.0,684794,4
2018,"О защите прав потребителей в сфере торговли, услуг и т. п.","О защите прав потребителей в сфере торговли, услуг и т.п.",197283,167190,84.7,30093,15.3,26422,9151,4.6,465886,3
2020,"О защите прав потребителей в сфере торговли, услуг и т. п.","О защите прав потребителей в сфере торговли, услуг и т.п.",150715,123244,81.0,27471,18.0,17330,12092,8.0,17836875,145
2022,"О защите прав потребителей в сфере торговли, услуг и т. п.","О защите прав потребителей в сфере торговли, услуг и т.п.",178534,154472,86.0,24062,13.0,17507,11668,6.0,464713,3
2021,"О защите прав потребителей в сфере торговли, услуг и т. п.","О защите прав потребителей в сфере торговли, услуг и т.п.",156359,129449,82.0,26910,17.0,16966,10098,6.0,23356926,180
2023,"О защите прав потребителей в сфере торговли, услуг и т. п.","О защите прав потребителей в сфере торговли, услуг и т.п.",162073,139991,86.0,22082,14.0,17421,10612,7.0,25438509,182
2019,"О защите прав потребителей в сфере торговли, услуг и т. п.","О защите прав потребителей в сфере торговли, услуг и т.п.",182228,152202,83.0,30026,16.0,24068,11243,6.0,24490500,160
2024,О разделе наследственного имущества,О разделе наследственного имущества,1201,1010,84.0,191,15.0,463,0,0.0,4267,4
2018,О разделе наследственного имущества,О разделе наследственного имущества,1310,1114,85.0,196,15.0,334,0,0.0,2006,2
2020,О разделе наследственного имущества,О разделе наследственного имущества,833,690,82.0,143,17.0,262,0,0.0,117631,170
2022,О разделе наследственного имущества,О разделе наследственного имущества,1079,887,82.0,192,17.0,389,0,0.0,4055,4
2021,О разделе наследственного имущества,О разделе наследственного имущества,944,802,85.0,142,15.0,345,0,0.0,92702,116
2023,О разделе наследственного имущества,О разделе наследственного имущества,1193,997,84.0,196,16.0,410,0,0.0,206623,207
2019,О разделе наследственного имущества,О разделе наследственного имущества,1217,1023,84.0,194,15.0,360,0,0.0,80293,78
2024,О признании завещания недействительным,О признании завещания недействительным,1469,371,25.0,1098,74.0,235,0,0.0,5014,13
2018,О признании завещания недействительным,О признании завещания недействительным,1562,451,28.9,1111,71.1,281,0,0.0,4074,9
2020,О признании завещания недействительным,О признании завещания недействительным,1203,297,24.0,906,75.0,236,0,0.0,29134,98
2022,О признании завещания недействительным,О признании завещания недействительным,1744,498,28.0,1246,71.0,351,0,0.0,4578,9
2021,О признании завещания недействительным,О признании завещания недействительным,1531,384,25.0,1147,74.0,292,0,0.0,12457,32
2023,О признании завещания недействительным,О признании завещания недействительным,1689,452,27.0,1237,73.0,305,0,0.0,10876,24
2019,О признании завещания недействительным,О признании завещания недействительным,1539,392,25.0,1147,74.0,283,0,0.0,13841,35
2024,О признании недостойным наследником,О признании недостойным наследником,709,224,31.0,485,68.0,82,0,0.0,1104,4
2018,О признании недостойным наследником,О признании недостойным наследником,547,121,22.1,426,77.9,89,0,0.0,199,2
2020,О признании недостойным наследником,О признании недостойным наследником,477,104,21.0,373,78.0,53,0,0.0,3885,37
2022,О признании недостойным наследником,О признании недостойным наследником,770,272,35.0,498,64.0,89,0,0.0,435,1
2021,О признании недостойным наследником,О признании недостойным наследником,579,95,16.0,484,83.0,73,0,0.0,1533,16
2023,О признании недостойным наследником,О признании недостойным наследником,726,210,29.0,516,71.0,81,0,0.0,3938,19
2019,О признании недостойным наследником,О признании недостойным наследником,530,116,21.0,414,78.0,86,0,0.0,1594,13
2024,Об ответственности наследников по долгам наследодателя,Об ответственности наследников по долгам наследодателя,50352,40134,79.0,10218,20.0,5649,0,0.0,80433,2
2018,Об ответственности наследников по долгам наследодателя,Об ответственности наследников по долгам наследодателя,5213,3637,69.8,1576,30.2,747,0,0.0,7277,2
2020,Об ответственности наследников по долгам наследодателя,Об ответственности наследников по долгам наследодателя,9518,6884,72.0,2634,27.0,1111,0,0.0,1794318,261
2022,Об ответственности наследников по долгам наследодателя,Об ответственности наследников по долгам наследодателя,44957,36882,82.0,8075,17.0,4311,0,0.0,82193,2
2021,Об ответственности наследников по долгам наследодателя,Об ответственности наследников по долгам наследодателя,22678,17974,79.0,4704,20.0,2472,0,0.0,2148993,120
2023,Об ответственности наследников по долгам наследодателя,Об ответственности наследников по долгам наследодателя,42953,33600,78.0,9353,22.0,4651,0,0.0,4201136,125
2019,Об ответственности наследников по долгам наследодателя,Об ответственности наследников по долгам наследодателя,6135,4326,70.0,1809,29.0,842,0,0.0,615304,142
2024,"О восстановлении срока для принятия наследства, о принятии наследства, о признании права на наследственное имущество","О восстановлении срока для принятия наследства, о принятии наследства, о признании права на наследственное имущество",37930,35372,93.0,2558,6.0,1301,0,0.0,5804,0
2018,"О восстановлении срока для принятия наследства, о принятии наследства, о признании права на наследственное имущество","О восстановлении срока для принятия наследства, о принятии наследства, о признании права на наследственное имущество",36483,33826,92.7,2657,7.3,1482,0,0.0,2972,0
2020,"О восстановлении срока для принятия наследства, о принятии наследства, о признании права на наследственное имущество","О восстановлении срока для принятия наследства, о принятии наследства, о признании права на наследственное имущество",29804,27715,93.0,2089,7.0,961,0,0.0,80863,3
2022,"О восстановлении срока для принятия наследства, о принятии наследства, о признании права на наследственное имущество","О восстановлении срока для принятия наследства, о принятии наследства, о признании права на наследственное имущество",42953,40159,93.0,2794,6.0,1350,0,0.0,3952,0
2021,"О восстановлении срока для принятия наследства, о принятии наследства, о признании права на наследственное имущество","О восстановлении срока для принятия наследства, о принятии наследства, о признании права на наследственное имущество",37244,34794,93.0,2450,6.0,1275,0,0.0,679777,20
2023,"О восстановлении срока для принятия наследства, о принятии наследства, о признании права на наследственное имущество","О восстановлении срока для принятия наследства, о принятии наследства, о признании права на наследственное имущество",38922,36169,93.0,2753,7.0,1295,0,0.0,482534,13
2019,"О восстановлении срока для принятия наследства, о принятии наследства, о признании права на наследственное имущество","О восстановлении срока для принятия наследства, о принятии наследства, о признании права на наследственное имущество",37154,34513,92.0,2641,7.0,1392,0,0.0,198966,5
2024,"Иные, связанные с наследованием имущества","Иные, связанные с наследованием имущества",52146,47076,90.0,5070,9.0,2968,0,0.0,18780,0
2018,"Иные, связанные с наследованием имущества","Иные, связанные с наследованием имущества",45407,41570,91.5,3837,8.5,2402,0,0.0,35333,1
2020,"Иные, связанные с наследованием имущества","Иные, связанные с наследованием имущества",36304,33043,91.0,3261,9.0,1870,0,0.0,784798,24
2022,"Иные, связанные с наследованием имущества","Иные, связанные с наследованием имущества",53032,48450,91.0,4582,8.0,2700,0,0.0,17321,0
2021,"Иные, связанные с наследованием имущества","Иные, связанные с наследованием имущества",45747,41584,90.0,4163,9.0,2435,0,0.0,1663759,40
2023,"Иные, связанные с наследованием имущества","Иные, связанные с наследованием имущества",51224,46699,91.0,4525,9.0,2845,0,0.0,1348268,29
2019,"Иные, связанные с наследованием имущества","Иные, связанные с наследованием имущества",43689,39869,91.0,3820,8.0,2367,0,0.0,596241,15
2019,"Споры, связанные со сделками с частными домами и приватизированными квартирами","Споры, связанные со сделками с частными домами и приватизированными квартирами",7338,5722,78.0,1616,22.0,715,10,0.0,444170,77
2024,"Споры, связанные со сделками с частными домами и приватизированными квартирами","Споры, связанные со сделками с частными домами и приватизированными квартирами",5467,4285,78.0,1182,21.0,537,14,0.0,5857,1
2018,"Споры, связанные со сделками с частными домами и приватизированными квартирами","Споры, связанные со сделками с частными домами и приватизированными квартирами",8254,6588,79.8,1666,20.2,788,7,0.1,6442,1
2020,"Споры, связанные со сделками с частными домами и приватизированными квартирами","Споры, связанные со сделками с частными домами и приватизированными квартирами",5829,4463,76.0,1366,23.0,580,7,0.0,259834,58
2022,"Споры, связанные со сделками с частными домами и приватизированными квартирами","Споры, связанные со сделками с частными домами и приватизированными квартирами",5389,4109,76.0,1280,23.0,530,5,0.0,5485,1
2021,"Споры, связанные со сделками с частными домами и приватизированными квартирами","Споры, связанные со сделками с частными домами и приватизированными квартирами",5957,4532,76.0,1425,23.0,578,31,0.0,239248,53
2023,"Споры, связанные со сделками с частными домами и приватизированными квартирами","Споры, связанные со сделками с частными домами и приватизированными квартирами",5306,4149,78.0,1157,22.0,546,7,0.0,182525,44
2019,"Споры, связанные с ценными бумагами, акциями, облигациями","Споры, связанные с ценными бумагами, акциями, облигациями",1080,994,92.0,86,8.0,67,6,0.0,1302609,1310
2024,"Споры, связанные с ценными бумагами, акциями, облигациями","Споры, связанные с ценными бумагами, акциями, облигациями",165,115,69.0,50,30.0,18,12,7.0,71,0
2018,"Споры, связанные с ценными бумагами, акциями, облигациями","Споры, связанные с ценными бумагами, акциями, облигациями",506,405,80.0,101,20.0,43,19,3.8,1486,4
2020,"Споры, связанные с ценными бумагами, акциями, облигациями","Споры, связанные с ценными бумагами, акциями, облигациями",243,199,81.0,44,18.0,16,0,0.0,2888393,14515
2022,"Споры, связанные с ценными бумагами, акциями, облигациями","Споры, связанные с ценными бумагами, акциями, облигациями",125,91,72.0,34,27.0,18,1,0.0,318,3
2021,"Споры, связанные с ценными бумагами, акциями, облигациями","Споры, связанные с ценными бумагами, акциями, облигациями",192,149,77.0,43,22.0,8,0,0.0,157700,1058
2023,"Споры, связанные с ценными бумагами, акциями, облигациями","Споры, связанные с ценными бумагами, акциями, облигациями",171,125,73.0,46,27.0,25,1,1.0,132598,1061
2019,"Споры, вытекающие из права собственности государственной, муниципальной, общественных организаций","Споры, вытекающие из права собственности государственной, муниципальной, общественных организаций",4491,4210,93.0,281,6.0,206,21,0.0,92151,21
2024,"Споры, вытекающие из права собственности государственной, муниципальной, общественных организаций","Споры, вытекающие из права собственности государственной, муниципальной, общественных организаций",3641,3445,94.0,196,5.0,153,218,5.0,388,0
2018,"Споры, вытекающие из права собственности государственной, муниципальной, общественных организаций","Споры, вытекающие из права собственности государственной, муниципальной, общественных организаций",5069,4706,92.8,363,7.2,193,56,1.1,394,0
2020,"Споры, вытекающие из права собственности государственной, муниципальной, общественных организаций","Споры, вытекающие из права собственности государственной, муниципальной, общественных организаций",3353,3142,93.0,211,6.0,108,23,0.0,90380,29
2022,"Споры, вытекающие из права собственности государственной, муниципальной, общественных организаций","Споры, вытекающие из права собственности государственной, муниципальной, общественных организаций",2969,2805,94.0,164,5.0,106,43,1.0,157,0
2021,"Споры, вытекающие из права собственности государственной, муниципальной, общественных организаций","Споры, вытекающие из права собственности государственной, муниципальной, общественных организаций",3129,2927,93.0,202,6.0,96,18,0.0,178638,61
2023,"Споры, вытекающие из права собственности государственной, муниципальной, общественных организаций","Споры, вытекающие из права собственности государственной, муниципальной, общественных организаций",2929,2722,93.0,207,7.0,122,50,2.0,86908,32
2019,"Споры, вытекающие из права собственности иностранных собственников","Споры, вытекающие из права собственности иностранных собственников",86,70,81.0,16,18.0,24,3,3.0,691,9
2024,"Споры, вытекающие из права собственности иностранных собственников","Споры, вытекающие из права собственности иностранных собственников",438,385,87.0,53,12.0,43,65,14.0,32,0
2018,"Споры, вытекающие из права собственности иностранных собственников","Споры, вытекающие из права собственности иностранных собственников",220,205,93.2,15,6.8,23,3,1.4,394,2
2020,"Споры, вытекающие из права собственности иностранных собственников","Споры, вытекающие из права собственности иностранных собственников",86,76,88.0,10,11.0,14,1,1.0,10,0
2022,"Споры, вытекающие из права собственности иностранных собственников","Споры, вытекающие из права собственности иностранных собственников",99,84,84.0,15,15.0,5,0,0.0,5,0
2021,"Споры, вытекающие из права собственности иностранных собственников","Споры, вытекающие из права собственности иностранных собственников",105,86,81.0,19,18.0,14,3,2.0,157,2
2023,"Споры, вытекающие из права собственности иностранных собственников","Споры, вытекающие из права собственности иностранных собственников",421,363,86.0,58,14.0,73,0,0.0,155,0
2019,Об оспаривании зарегистрированных прав на недвижимое имущество,Об оспаривании зарегистрированных прав на недвижимое имущество,2701,1681,62.0,1020,37.0,360,0,0.0,88459,52
2024,Об оспаривании зарегистрированных прав на недвижимое имущество,Об оспаривании зарегистрированных прав на недвижимое имущество,3118,2130,68.0,988,31.0,386,0,0.0,3726,1
2018,Об оспаривании зарегистрированных прав на недвижимое имущество,Об оспаривании зарегистрированных прав на недвижимое имущество,2613,1618,61.9,995,38.1,362,0,0.0,3457,2
2020,Об оспаривании зарегистрированных прав на недвижимое имущество,Об оспаривании зарегистрированных прав на недвижимое имущество,2345,1451,61.0,894,38.0,257,0,0.0,66609,46
2022,Об оспаривании зарегистрированных прав на недвижимое имущество,Об оспаривании зарегистрированных прав на недвижимое имущество,2952,1931,65.0,1021,34.0,336,0,0.0,3811,1
2021,Об оспаривании зарегистрированных прав на недвижимое имущество,Об оспаривании зарегистрированных прав на недвижимое имущество,2485,1593,64.0,892,35.0,296,0,0.0,52591,33
2023,Об оспаривании зарегистрированных прав на недвижимое имущество,Об оспаривании зарегистрированных прав на недвижимое имущество,2922,1979,68.0,943,32.0,368,0,0.0,383653,194
2019,О признании недействительным ненормативного акта о предоставлении либо об отказе в предоставлении нежилого помещения в аренду,О признании недействительным ненормативного акта о предоставлении либо об отказе в предоставлении нежилого помещения в аренду,21,13,61.0,8,38.0,3,0,0.0,560,43
2024,О признании недействительным ненормативного акта о предоставлении либо об отказе в предоставлении нежилого помещения в аренду,О признании недействительным ненормативного акта о предоставлении либо об отказе в предоставлении нежилого помещения в аренду,14,11,78.0,3,21.0,0,0,0.0,0,0
2018,О признании недействительным ненормативного акта о предоставлении либо об отказе в предоставлении нежилого помещения в аренду,О признании недействительным ненормативного акта о предоставлении либо об отказе в предоставлении нежилого помещения в аренду,189,143,75.7,46,24.3,29,0,0.0,91,1
2020,О признании недействительным ненормативного акта о предоставлении либо об отказе в предоставлении нежилого помещения в аренду,О признании недействительным ненормативного акта о предоставлении либо об отказе в предоставлении нежилого помещения в аренду,12,5,41.0,7,58.0,1,0,0.0,0,0
2022,О признании недействительным ненормативного акта о предоставлении либо об отказе в предоставлении нежилого помещения в аренду,О признании недействительным ненормативного акта о предоставлении либо об отказе в предоставлении нежилого помещения в аренду,14,10,71.0,4,28.0,1,0,0.0,0,0
2021,О признании недействительным ненормативного акта о предоставлении либо об отказе в предоставлении нежилого помещения в аренду,О признании недействительным ненормативного акта о предоставлении либо об отказе в предоставлении нежилого помещения в аренду,9,7,77.0,2,22.0,2,0,0.0,0,0
2023,О признании недействительным ненормативного акта о предоставлении либо об отказе в предоставлении нежилого помещения в аренду,О признании недействительным ненормативного акта о предоставлении либо об отказе в предоставлении нежилого помещения в аренду,16,12,75.0,4,25.0,0,0,0.0,12,1
2019,Иные иски из договора аренды имущества,Иные иски из договора аренды имущества,13455,12598,93.0,857,6.0,1026,5850,43.0,2349551,186
2024,Иные иски из договора аренды имущества,Иные иски из договора аренды имущества,16548,15651,94.0,897,5.0,911,4776,28.0,34319,2
2018,Иные иски из договора аренды имущества,Иные иски из договора аренды имущества,15935,14860,93.3,1075,6.7,1519,6229,39.1,30005,2
2020,Иные иски из договора аренды имущества,Иные иски из договора аренды имущества,12024,11288,93.0,736,6.0,809,5096,42.0,1787535,158
2022,Иные иски из договора аренды имущества,Иные иски из договора аренды имущества,14329,13537,94.0,792,5.0,896,5073,35.0,22261,1
2021,Иные иски из договора аренды имущества,Иные иски из договора аренды имущества,13215,12434,94.0,781,5.0,768,5274,39.0,2931530,236
