Год,Статья_норм,Показатель,Осуждено,Оправдано,Лишение свободы,Условное лишение свободы,Ограничение свободы,Штраф,Исправительные работы,Обязательные работы,Принудительные меры к невменяемым
2016,155,Статья 155 УК РФ,2,0,0,0,0,2,0,0,0
2017,155,Статья 155 УК РФ,3,0,0,0,0,0,1,2,0
2016,156,Статья 156 УК РФ,1185,1,41,57,2,330,275,385,0
2017,156,Статья 156 УК РФ,1045,1,36,48,2,332,194,384,13
2016,157 ч.1,Статья 157 часть 1 УК РФ,34032,33,1656,2923,51,134,23135,82,0
2017,157 ч.1,Статья 157 часть 1 УК РФ,40234,3,1137,2293,36,157,30186,50,19
2016,157 ч.2,Статья 157 часть 2 УК РФ,25,0,1,3,0,0,16,0,0
2017,157 ч.2,Статья 157 часть 2 УК РФ,20,0,0,4,0,0,16,0,0
2016,158 ч.1,Статья 158 часть 1 УК РФ,55820,16,10401,9554,1698,14988,4364,12136,0
2017,158 ч.1,Статья 158 часть 1 УК РФ,44159,6,10170,8445,1398,8720,3343,10791,465
2016,158 ч.2,Статья 158 часть 2 УК РФ,105880,21,31596,35073,121,8211,7179,19002,0
2017,158 ч.2,Статья 158 часть 2 УК РФ,96183,17,30618,31602,129,6849,6325,17806,1145
2016,158 ч.3,Статья 158 часть 3 УК РФ,35608,11,17201,16553,51,1169,129,234,0
2017,158 ч.3,Статья 158 часть 3 УК РФ,33448,5,16195,15273,36,1259,124,280,592
2016,158 ч.4,Статья 158 часть 4 УК РФ,1519,2,978,527,4,4,1,2,0
2017,158 ч.4,Статья 158 часть 4 УК РФ,1519,4,1063,445,3,3,4,0,2
2016,158.1,Статья 158.1 УК РФ,35,1,3,3,0,14,5,10,0
2017,158.1,Статья 158.1 УК РФ,1259,0,399,260,65,139,97,273,1
2016,159 ч.1,Статья 159 часть 1 УК РФ,3366,1,481,351,204,843,305,735,0
2017,159 ч.1,Статья 159 часть 1 УК РФ,3154,1,558,439,199,687,320,792,25
2016,159 ч.2,Статья 159 часть 2 УК РФ,5876,3,2137,1926,8,420,369,415,0
2017,159 ч.2,Статья 159 часть 2 УК РФ,5858,4,2121,2110,9,437,413,489,26
2016,159 ч.3,Статья 159 часть 3 УК РФ,4542,27,1159,2539,10,803,9,2,0
2017,159 ч.3,Статья 159 часть 3 УК РФ,4596,23,1139,2530,8,873,10,0,4
2016,159 ч.4,Статья 159 часть 4 УК РФ,3857,35,2263,1548,6,15,8,0,0
2017,159 ч.4,Статья 159 часть 4 УК РФ,4062,55,2404,1597,9,17,5,0,8
2016,159 ч.5,Статья 159 часть 5 УК РФ,13,0,4,4,0,1,0,0,0
2017,159 ч.5,Статья 159 часть 5 УК РФ,52,0,11,20,0,7,4,4,0
2017,159 ч.6,Статья 159 часть 6 УК РФ,13,0,8,3,0,2,0,0,0
2017,159 ч.7,Статья 159 часть 7 УК РФ,10,0,9,1,0,0,0,0,0
2016,159.1 ч.1,Статья 159.1 часть 1 УК РФ,1121,0,0,1,206,305,137,319,0
2017,159.1 ч.1,Статья 159.1 часть 1 УК РФ,1889,0,4,1,390,442,258,658,8
2016,159.1 ч.2,Статья 159.1 часть 2 УК РФ,416,0,59,75,1,12,17,24,0
2017,159.1 ч.2,Статья 159.1 часть 2 УК РФ,275,0,35,70,0,23,15,21,2
2016,159.1 ч.3,Статья 159.1 часть 3 УК РФ,91,1,20,13,0,9,0,0,0
2017,159.1 ч.3,Статья 159.1 часть 3 УК РФ,120,0,24,48,0,11,0,0,0
2016,159.1 ч.4,Статья 159.1 часть 4 УК РФ,92,0,52,38,0,0,0,0,0
2017,159.1 ч.4,Статья 159.1 часть 4 УК РФ,96,0,55,37,0,1,0,0,1
2016,159.2 ч.1,Статья 159.2 часть 1 УК РФ,1202,1,0,0,83,676,79,259,0
2017,159.2 ч.1,Статья 159.2 часть 1 УК РФ,1151,0,1,2,76,575,91,337,5
2016,159.2 ч.2,Статья 159.2 часть 2 УК РФ,35,0,3,15,0,4,1,1,0
2017,159.2 ч.2,Статья 159.2 часть 2 УК РФ,80,0,4,11,0,24,4,11,0
2016,159.2 ч.3,Статья 159.2 часть 3 УК РФ,617,7,25,282,2,82,5,1,0
2017,159.2 ч.3,Статья 159.2 часть 3 УК РФ,830,5,38,492,2,160,1,1,1
2016,159.2 ч.4,Статья 159.2 часть 4 УК РФ,220,4,41,178,0,1,0,0,0
2017,159.2 ч.4,Статья 159.2 часть 4 УК РФ,249,3,43,205,0,1,0,0,0
2016,159.3 ч.1,Статья 159.3 часть 1 УК РФ,22,0,1,1,7,4,3,4,0
2017,159.3 ч.1,Статья 159.3 часть 1 УК РФ,19,0,1,0,3,4,1,8,0
2016,159.3 ч.2,Статья 159.3 часть 2 УК РФ,55,0,18,16,0,3,5,6,0
2017,159.3 ч.2,Статья 159.3 часть 2 УК РФ,45,0,11,12,1,7,2,12,0
2016,159.3 ч.3,Статья 159.3 часть 3 УК РФ,5,0,0,0,0,2,0,0,0
2017,159.3 ч.3,Статья 159.3 часть 3 УК РФ,9,0,2,4,0,0,0,0,0
2016,159.3 ч.4,Статья 159.3 часть 4 УК РФ,2,0,0,2,0,0,0,0,0
2017,159.3 ч.4,Статья 159.3 часть 4 УК РФ,1,0,0,0,0,0,0,0,0
2016,159.4 ч.1,Статья 159.4 часть 1 УК РФ,111,0,7,3,6,8,0,10,0
2017,159.4 ч.1,Статья 159.4 часть 1 УК РФ,42,0,2,0,1,6,0,6,0
2016,159.4 ч.2,Статья 159.4 часть 2 УК РФ,66,3,2,0,0,3,0,0,0
2017,159.4 ч.2,Статья 159.4 часть 2 УК РФ,38,1,2,0,0,6,0,0,0
2016,159.4 ч.3,Статья 159.4 часть 3 УК РФ,89,0,39,33,0,7,0,0,0
2017,159.4 ч.3,Статья 159.4 часть 3 УК РФ,64,3,33,17,0,7,0,0,1
2016,159.5 ч.1,Статья 159.5 часть 1 УК РФ,20,0,0,0,1,9,0,4,0
2017,159.5 ч.1,Статья 159.5 часть 1 УК РФ,29,0,0,0,1,18,1,8,0
2016,159.5 ч.2,Статья 159.5 часть 2 УК РФ,90,0,5,16,0,8,2,3,0
2017,159.5 ч.2,Статья 159.5 часть 2 УК РФ,145,0,10,75,0,32,1,8,0
2016,159.5 ч.3,Статья 159.5 часть 3 УК РФ,23,0,5,3,0,1,0,0,0
2017,159.5 ч.3,Статья 159.5 часть 3 УК РФ,28,0,8,12,1,5,0,0,0
2016,159.5 ч.4,Статья 159.5 часть 4 УК РФ,24,0,14,10,0,0,0,0,0
2017,159.5 ч.4,Статья 159.5 часть 4 УК РФ,45,0,26,19,0,0,0,0,0
2016,159.6 ч.1,Статья 159.6 часть 1 УК РФ,8,0,0,0,1,4,0,2,0
2017,159.6 ч.1,Статья 159.6 часть 1 УК РФ,14,0,0,0,3,5,2,3,1
2016,159.6 ч.2,Статья 159.6 часть 2 УК РФ,81,0,14,25,0,6,6,13,0
2017,159.6 ч.2,Статья 159.6 часть 2 УК РФ,68,0,19,18,0,6,3,16,0
2016,159.6 ч.3,Статья 159.6 часть 3 УК РФ,17,0,0,7,0,4,0,0,0
2017,159.6 ч.3,Статья 159.6 часть 3 УК РФ,20,0,5,9,0,6,0,0,0
2016,159.6 ч.4,Статья 159.6 часть 4 УК РФ,18,0,12,6,0,0,0,0,0
2017,159.6 ч.4,Статья 159.6 часть 4 УК РФ,42,0,25,17,0,0,0,0,0
2016,160 ч.1,Статья 160 часть 1 УК РФ,2625,2,102,141,128,849,269,804,0
2017,160 ч.1,Статья 160 часть 1 УК РФ,2466,4,129,173,128,739,240,929,10
2016,160 ч.2,Статья 160 часть 2 УК РФ,1311,1,242,502,1,100,112,186,0
2017,160 ч.2,Статья 160 часть 2 УК РФ,1345,2,247,538,1,116,131,234,5
2016,160 ч.3,Статья 160 часть 3 УК РФ,3823,30,252,2610,3,723,18,7,0
2017,160 ч.3,Статья 160 часть 3 УК РФ,3466,43,232,2289,11,732,16,5,2
2016,160 ч.4,Статья 160 часть 4 УК РФ,742,17,319,407,1,11,3,0,0
2017,160 ч.4,Статья 160 часть 4 УК РФ,781,6,348,419,0,9,4,0,1
2016,161 ч.1,Статья 161 часть 1 УК РФ,13665,0,5438,4541,370,80,838,1896,0
2017,161 ч.1,Статья 161 часть 1 УК РФ,13711,6,5572,4358,355,90,872,2086,285
2016,161 ч.2,Статья 161 часть 2 УК РФ,17695,1,10113,7371,27,28,52,50,0
2017,161 ч.2,Статья 161 часть 2 УК РФ,15851,8,8973,6602,23,39,47,81,218
2016,161 ч.3,Статья 161 часть 3 УК РФ,140,0,109,31,0,0,0,0,0
2017,161 ч.3,Статья 161 часть 3 УК РФ,103,0,88,14,0,0,0,0,2
2016,162 ч.1,Статья 162 часть 1 УК РФ,2199,3,1721,474,0,0,3,0,0
2017,162 ч.1,Статья 162 часть 1 УК РФ,1843,0,1460,375,0,0,1,1,32
2016,162 ч.2,Статья 162 часть 2 УК РФ,5039,3,4252,771,5,0,0,0,0
2017,162 ч.2,Статья 162 часть 2 УК РФ,4571,11,3865,690,2,0,0,6,79
2016,162 ч.3,Статья 162 часть 3 УК РФ,1677,1,1600,75,0,0,0,0,0
2017,162 ч.3,Статья 162 часть 3 УК РФ,1653,0,1584,68,0,0,0,0,33
2016,162 ч.4,Статья 162 часть 4 УК РФ,968,1,933,29,0,0,0,0,0
2017,162 ч.4,Статья 162 часть 4 УК РФ,911,2,882,27,1,0,0,0,5
2016,163 ч.1,Статья 163 часть 1 УК РФ,341,0,106,123,74,2,0,0,0
2017,163 ч.1,Статья 163 часть 1 УК РФ,282,0,103,108,59,4,0,0,4
2016,163 ч.2,Статья 163 часть 2 УК РФ,1384,4,699,664,2,4,3,2,0
2017,163 ч.2,Статья 163 часть 2 УК РФ,1333,0,662,640,2,3,3,11,8
2016,163 ч.3,Статья 163 часть 3 УК РФ,297,1,277,19,0,1,0,0,0
2017,163 ч.3,Статья 163 часть 3 УК РФ,276,1,249,25,0,0,0,0,3
2016,164 ч.1,Статья 164 часть 1 УК РФ,13,0,6,7,0,0,0,0,0
2017,164 ч.1,Статья 164 часть 1 УК РФ,10,0,3,7,0,0,0,0,0
2016,164 ч.2,Статья 164 часть 2 УК РФ,6,0,6,0,0,0,0,0,0
2017,164 ч.2,Статья 164 часть 2 УК РФ,7,0,4,2,0,0,0,0,0
2016,165 ч.1,Статья 165 часть 1 УК РФ,14,1,0,0,1,3,0,0,0
2017,165 ч.1,Статья 165 часть 1 УК РФ,21,0,1,2,0,11,0,0,0
2016,165 ч.2,Статья 165 часть 2 УК РФ,53,2,15,18,0,0,0,0,0
2017,165 ч.2,Статья 165 часть 2 УК РФ,70,1,16,28,0,1,0,0,0
2016,166 ч.1,Статья 166 часть 1 УК РФ,8318,1,2769,3204,1225,910,8,21,0
2017,166 ч.1,Статья 166 часть 1 УК РФ,7567,1,2631,2862,1231,745,7,21,124
2016,166 ч.2,Статья 166 часть 2 УК РФ,4663,0,1258,2557,6,495,10,32,0
2017,166 ч.2,Статья 166 часть 2 УК РФ,3721,0,1035,2008,9,478,11,40,26
2016,166 ч.3,Статья 166 часть 3 УК РФ,18,0,12,6,0,0,0,0,0
2017,166 ч.3,Статья 166 часть 3 УК РФ,20,0,12,8,0,0,0,0,0
2016,166 ч.4,Статья 166 часть 4 УК РФ,197,1,181,16,0,0,0,0,0
2017,166 ч.4,Статья 166 часть 4 УК РФ,165,0,144,21,0,0,0,0,3
2016,167 ч.1,Статья 167 часть 1 УК РФ,2722,3,234,389,8,702,335,836,0
2017,167 ч.1,Статья 167 часть 1 УК РФ,2159,5,199,329,9,561,254,719,92
2016,167 ч.2,Статья 167 часть 2 УК РФ,1728,4,567,1027,10,7,11,20,0
2017,167 ч.2,Статья 167 часть 2 УК РФ,1655,1,603,972,14,3,14,29,124
2016,168,Статья 168,116,0,7,5,12,16,20,37,0
2017,168,Статья 168,123,1,6,10,8,23,22,45,2
2016,169 ч.1,Статья 169 часть 1 УК РФ,1,0,0,0,0,0,0,0,0
2017,169 ч.1,Статья 169 часть 1 УК РФ,5,1,0,0,0,4,0,0,0
2016,169 ч.2,Статья 169 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2017,169 ч.2,Статья 169 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2016,170,Статья 170 УК РФ,0,0,0,0,0,0,0,0,0
2017,170,Статья 170 УК РФ,1,0,0,0,0,0,0,0,0
2016,170.1 ч.1,Статья 170.1 часть 1 УК РФ,58,1,2,8,0,25,0,0,0
2017,170.1 ч.1,Статья 170.1 часть 1 УК РФ,78,0,4,9,0,52,1,0,1
2016,170.1 ч.2,Статья 170.1 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2017,170.1 ч.2,Статья 170.1 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2016,170.1 ч.3,Статья 170.1 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2017,170.1 ч.3,Статья 170.1 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2016,170.2 ч.1,Статья 170.2 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2017,170.2 ч.1,Статья 170.2 часть 1 УК РФ,1,0,0,0,0,1,0,0,0
2016,170.2 ч.2,Статья 170.2 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2017,170.2 ч.2,Статья 170.2 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2016,171 ч.1,Статья 171 часть 1 УК РФ,45,0,0,0,0,38,0,2,0
2017,171 ч.1,Статья 171 часть 1 УК РФ,45,1,0,0,0,31,0,5,0
2016,171 ч.2,Статья 171 часть 2 УК РФ,115,2,4,17,0,47,0,0,0
2017,171 ч.2,Статья 171 часть 2 УК РФ,101,3,1,29,0,42,0,0,1
2016,171.1 ч.1,Статья 171.1 часть 1 УК РФ,5,0,0,3,0,0,0,0,0
2017,171.1 ч.1,Статья 171.1 часть 1 УК РФ,6,0,1,0,0,5,0,0,0
2016,171.1 ч.1.1,Статья 171.1 часть 1.1 УК РФ,0,0,0,0,0,0,0,0,0
2017,171.1 ч.1.1,Статья 171.1 часть 1.1 УК РФ,0,0,0,0,0,0,0,0,0
2016,171.1 ч.2,Статья 171.1 часть 2 УК РФ,19,0,5,6,0,5,0,0,0
2017,171.1 ч.2,Статья 171.1 часть 2 УК РФ,14,0,0,7,0,6,0,0,0
2016,171.1 ч.3,Статья 171.1 часть 3 УК РФ,2,0,0,0,0,0,0,0,0
2017,171.1 ч.3,Статья 171.1 часть 3 УК РФ,1,0,0,0,0,0,0,0,0
2016,171.1 ч.4,Статья 171.1 часть 4 УК РФ,31,2,9,10,0,0,0,0,0
2017,171.1 ч.4,Статья 171.1 часть 4 УК РФ,10,1,8,0,0,1,0,0,0
2016,171.1 ч.5,Статья 171.1 часть 5 УК РФ,43,0,0,6,0,34,0,0,0
2017,171.1 ч.5,Статья 171.1 часть 5 УК РФ,99,0,0,8,0,89,0,0,0
2016,171.1 ч.6,Статья 171.1 часть 6 УК РФ,145,0,29,72,0,36,0,0,0
2017,171.1 ч.6,Статья 171.1 часть 6 УК РФ,420,0,123,230,0,57,1,0,0
2017,171.2 ч.1,Статья 171.2 часть 1 УК РФ,438,1,5,22,35,262,0,110,2
2016,171.2 ч.1,Статья 171.2 часть 1 УК РФ,552,0,6,18,40,332,0,108,0
2017,171.2 ч.2,Статья 171.2 часть 2 УК РФ,605,0,38,285,1,213,0,0,0
2016,171.2 ч.2,Статья 171.2 часть 2 УК РФ,494,0,42,188,0,151,0,0,0
2017,171.2 ч.3,Статья 171.2 часть 3 УК РФ,335,0,32,190,0,92,0,0,1
2016,171.2 ч.3,Статья 171.2 часть 3 УК РФ,231,0,26,156,0,16,0,0,0
2017,172 ч.1,Статья 172 часть 1 УК РФ,19,0,0,9,0,7,0,0,0
2016,172 ч.1,Статья 172 часть 1 УК РФ,9,0,0,2,0,3,0,0,0
2017,172 ч.2,Статья 172 часть 2 УК РФ,199,1,57,131,0,0,0,0,0
2016,172 ч.2,Статья 172 часть 2 УК РФ,119,0,30,43,0,0,0,0,0
2017,172.1,Статья 172.1 УК РФ,3,0,0,1,0,2,0,0,0
2016,172.1,Статья 172.1 УК РФ,5,0,0,2,0,3,0,0,0
2017,172.2 ч.1,Статья 172.2 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2016,172.2 ч.1,Статья 172.2 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2017,172.2 ч.2,Статья 172.2 часть 2 УК РФ,12,0,10,0,0,0,0,0,0
2016,172.2 ч.2,Статья 172.2 часть 2 УК РФ,2,0,2,0,0,0,0,0,0
2017,173.1 ч.1,Статья 173.1 часть 1 УК РФ,70,0,0,0,0,44,2,13,0
2016,173.1 ч.1,Статья 173.1 часть 1 УК РФ,9,0,0,0,0,7,1,0,0
2017,173.1 ч.2,Статья 173.1 часть 2 УК РФ,26,2,2,16,0,2,0,4,0
2016,173.1 ч.2,Статья 173.1 часть 2 УК РФ,8,1,2,3,0,2,0,0,0
2017,173.2 ч.1,Статья 173.2 часть 1 УК РФ,675,0,0,0,0,137,137,314,1
2016,173.2 ч.1,Статья 173.2 часть 1 УК РФ,88,0,0,0,0,8,20,36,0
2017,173.2 ч.2,Статья 173.2 часть 2 УК РФ,5,0,0,0,0,1,0,3,0
2016,173.2 ч.2,Статья 173.2 часть 2 УК РФ,2,0,0,0,0,1,1,0,0
2017,174 ч.1,Статья 174 часть 1 УК РФ,3,0,0,0,0,2,0,0,0
2016,174 ч.1,Статья 174 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2017,174 ч.2,Статья 174 часть 2 УК РФ,1,0,0,0,0,1,0,0,0
2016,174 ч.2,Статья 174 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2017,174 ч.3,Статья 174 часть 3 УК РФ,1,0,0,0,0,0,0,0,0
2016,174 ч.3,Статья 174 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2017,174 ч.4,Статья 174 часть 4 УК РФ,0,0,0,0,0,0,0,0,0
2016,174 ч.4,Статья 174 часть 4 УК РФ,0,0,0,0,0,0,0,0,0
2017,174.1 ч.1,Статья 174.1 часть 1,3,0,0,0,0,2,0,0,0
2016,174.1 ч.1,Статья 174.1 часть 1,6,0,0,1,0,5,0,0,0
2017,174.1 ч.2,Статья 174.1 часть 2,2,0,0,2,0,0,0,0,0
2016,174.1 ч.2,Статья 174.1 часть 2,4,0,0,0,0,1,0,0,0
2017,174.1 ч.3,Статья 174.1 часть 3 УК РФ,6,0,0,3,0,0,0,0,0
2016,174.1 ч.3,Статья 174.1 часть 3 УК РФ,3,0,0,0,0,0,0,0,0
2017,174.1 ч.4,Статья 174.1 часть 4 УК РФ,16,0,12,4,0,0,0,0,0
2016,174.1 ч.4,Статья 174.1 часть 4 УК РФ,3,1,0,3,0,0,0,0,0
2017,175 ч.1,Статья 175 часть 1 УК РФ,1245,1,119,178,3,357,97,440,5
2016,175 ч.1,Статья 175 часть 1 УК РФ,1294,1,114,145,1,395,104,412,0
2017,175 ч.2,Статья 175 часть 2 УК РФ,74,0,13,29,22,3,0,0,1
2016,175 ч.2,Статья 175 часть 2 УК РФ,109,0,21,43,28,2,0,0,0
2017,175 ч.3,Статья 175 часть 3 УК РФ,2,0,0,2,0,0,0,0,0
2016,175 ч.3,Статья 175 часть 3 УК РФ,3,0,1,1,0,0,0,0,0
2017,176 ч.1,Статья 176 часть 1 УК РФ,71,0,14,10,0,2,0,1,1
2016,176 ч.1,Статья 176 часть 1 УК РФ,73,0,11,10,0,8,0,0,0
2017,176 ч.2,Статья 176 часть 2 УК РФ,2,0,0,0,0,0,0,0,0
2016,176 ч.2,Статья 176 часть 2 УК РФ,2,0,0,1,0,0,0,0,0
2017,177,Статья 177 УК РФ,140,3,2,6,0,71,0,59,0
2016,177,Статья 177 УК РФ,147,0,0,1,0,58,1,67,0
2017,178 ч.1,Статья 178 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2016,178 ч.1,Статья 178 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2017,178 ч.2,Статья 178 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2016,178 ч.2,Статья 178 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2017,178 ч.3,Статья 178 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2016,178 ч.3,Статья 178 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2017,179 ч.1,Статья 179 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2016,179 ч.1,Статья 179 часть 1 УК РФ,4,0,0,0,1,2,0,0,0
2017,179 ч.2,Статья 179 часть 2 УК РФ,10,0,8,1,0,0,0,0,0
2016,179 ч.2,Статья 179 часть 2 УК РФ,2,0,1,0,0,0,0,0,0
2017,180 ч.1,Статья 180 часть 1 УК РФ,122,0,0,1,0,57,8,41,0
2016,180 ч.1,Статья 180 часть 1 УК РФ,155,0,0,1,0,78,22,26,0
2017,180 ч.2,Статья 180 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2016,180 ч.2,Статья 180 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2017,180 ч.3,Статья 180 часть 3 УК РФ,59,0,2,39,0,11,0,0,0
2016,180 ч.3,Статья 180 часть 3 УК РФ,64,0,11,34,2,11,0,0,0
2017,180 ч.4,Статья 180 часть 4 УК РФ,20,0,6,11,0,3,0,0,0
2016,180 ч.4,Статья 180 часть 4 УК РФ,0,0,0,0,0,0,0,0,0
2017,181 ч.1,Статья 181 часть 1 УК РФ,6,0,0,0,0,5,1,0,0
2016,181 ч.1,Статья 181 часть 1 УК РФ,1,0,0,0,0,1,0,0,0
2017,181 ч.2,Статья 181 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2016,181 ч.2,Статья 181 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2017,183 ч.1,Статья 183 часть 1 УК РФ,1,0,0,0,0,1,0,0,0
2016,183 ч.1,Статья 183 часть 1 УК РФ,6,0,1,0,0,5,0,0,0
2017,183 ч.2,Статья 183 часть 2 УК РФ,14,0,0,0,0,11,2,0,0
2016,183 ч.2,Статья 183 часть 2 УК РФ,9,0,0,0,0,1,3,0,0
2017,183 ч.3,Статья 183 часть 3 УК РФ,21,0,5,11,0,3,0,0,0
2016,183 ч.3,Статья 183 часть 3 УК РФ,30,0,5,14,0,1,0,0,0
2017,183 ч.4,Статья 183 часть 4 УК РФ,0,0,0,0,0,0,0,0,0
2016,183 ч.4,Статья 183 часть 4 УК РФ,1,0,0,0,0,0,0,0,0
2017,184 ч.1,Статья 184 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2016,184 ч.1,Статья 184 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2017,184 ч.2,Статья 184 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2016,184 ч.2,Статья 184 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2017,184 ч.3,Статья 184 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2016,184 ч.3,Статья 184 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2017,184 ч.4,Статья 184 часть 4 УК РФ,0,0,0,0,0,0,0,0,0
2016,184 ч.4,Статья 184 часть 4 УК РФ,0,0,0,0,0,0,0,0,0
2017,184 ч.5,Статья 184 часть 5 УК РФ,0,0,0,0,0,0,0,0,0
2016,184 ч.5,Статья 184 часть 5 УК РФ,0,0,0,0,0,0,0,0,0
2017,185 ч.1,Статья 185 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2016,185 ч.1,Статья 185 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2017,185 ч.2,Статья 185 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2016,185 ч.2,Статья 185 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2017,185 ч.3,Статья 185 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2016,185 ч.3,Статья 185 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2017,185.1,Статья 185.1 УК РФ,0,0,0,0,0,0,0,0,0
2016,185.1,Статья 185.1 УК РФ,0,0,0,0,0,0,0,0,0
2017,185.2 ч.1,Статья 185.2 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2016,185.2 ч.1,Статья 185.2 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2017,185.2 ч.2,Статья 185.2 часть 2 УК РФ,3,0,0,1,0,0,0,0,0
2016,185.2 ч.2,Статья 185.2 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2017,185.2 ч.3,Статья 185.2 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2016,185.2 ч.3,Статья 185.2 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2017,185.3 ч.1,Статья 185.3 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2016,185.3 ч.1,Статья 185.3 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2017,185.3 ч.2,Статья 185.3 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2016,185.3 ч.2,Статья 185.3 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2017,185.4 ч.1,Статья 185.4 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2016,185.4 ч.1,Статья 185.4 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2017,185.4 ч.2,Статья 185.4 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2016,185.4 ч.2,Статья 185.4 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2017,185.5 ч.1,Статья 185.5 часть 1 УК РФ,3,0,0,0,0,3,0,0,0
2016,185.5 ч.1,Статья 185.5 часть 1 УК РФ,5,0,0,0,0,3,0,0,0
2017,185.5 ч.2,Статья 185.5 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2016,185.5 ч.2,Статья 185.5 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2017,185.6 ч.1,Статья 185.6 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2016,185.6 ч.1,Статья 185.6 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2017,185.6 ч.2,Статья 185.6 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2016,185.6 ч.2,Статья 185.6 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2017,186 ч.1,Статья 186 часть 1 УК РФ,491,1,321,166,0,0,1,0,1
2016,186 ч.1,Статья 186 часть 1 УК РФ,572,0,351,215,0,2,3,0,0
2017,186 ч.2,Статья 186 часть 2 УК РФ,6,3,5,1,0,0,0,0,0
